Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-04-01,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,11
2020-04-02,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,11
2020-04-07,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,11
2020-04-11,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,11
2020-04-22,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-04-23,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-04-25,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-04-29,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-05-02,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-05-03,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-05-05,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-05-11,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-05-15,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-05-16,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-05-18,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-05-25,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-05-27,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-05-30,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-06-01,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-06-04,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-06-10,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-06-13,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-06-15,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-06-25,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-07-02,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-07-03,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-07-07,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-07-09,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-07-13,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-07-14,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-07-18,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-07-19,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-07-21,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-07-25,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-08-08,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-08-10,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-08-14,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-08-16,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-08-17,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-08-23,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-08-24,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-08-25,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-08-29,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-08-31,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-09-03,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-09-07,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-09-12,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-09-17,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-09-22,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-09-23,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-10-06,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-10-10,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-10-13,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-10-16,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-10-18,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-10-20,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-10-21,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-10-24,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-10-26,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-10-27,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-10-29,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-10-31,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-11-09,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-11-14,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-11-18,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-11-26,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-11-29,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-12-05,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-12-20,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-12-22,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-12-23,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-12-25,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-12-27,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2020-12-30,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-01-02,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-01-03,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-01-07,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-01-09,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-01-10,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-01-11,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-01-14,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-01-19,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-01-28,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-02-03,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-02-05,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-02-07,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-02-08,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-02-15,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-02-16,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-02-17,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-02-24,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-02-28,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-03-01,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-03-11,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-03-13,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-03-14,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-03-15,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-03-25,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-03-27,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-03-29,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-04-07,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-04-12,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-04-13,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-04-20,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-04-28,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-05-01,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-05-06,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-05-07,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-05-09,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-05-10,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-05-12,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-05-14,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-05-16,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-05-17,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-05-20,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-05-23,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-05-25,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-05-31,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-06-01,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-06-03,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-06-06,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-06-10,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-06-11,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-06-13,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-06-17,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-06-18,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-06-21,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-06-25,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-06-27,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-06-28,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-07-06,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-07-08,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-07-09,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-07-11,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-07-15,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-07-16,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-07-20,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-07-23,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-07-24,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-07-25,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-07-27,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-07-31,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-08-03,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-08-07,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-08-09,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-08-10,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-08-12,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-08-13,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-08-14,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-08-16,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-08-17,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-08-24,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-08-25,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-08-28,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-09-02,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-09-03,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-09-08,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-09-09,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-09-10,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-09-15,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-09-25,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-10-05,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-10-08,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-10-12,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-10-18,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-10-19,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-10-20,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-10-24,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-10-30,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-11-01,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-11-02,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-11-04,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-11-08,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-11-10,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-11-13,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-11-14,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-11-16,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-11-17,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-11-19,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-11-21,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-11-22,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-11-25,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-11-26,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-11-28,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-12-02,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-12-06,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-12-07,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-12-17,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-12-18,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-12-21,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-12-23,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-12-26,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-12-27,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2021-12-29,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-01-02,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-01-04,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-01-08,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-01-14,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-01-16,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-01-20,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-01-23,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-01-26,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-01-29,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-02-08,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-02-15,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-02-19,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-02-20,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-02-22,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-02-23,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-02-28,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-03-05,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-03-08,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-03-09,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-03-11,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-03-12,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-03-15,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-03-16,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-03-17,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-03-18,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-03-25,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-03-27,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-03-30,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-04-07,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-04-11,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-04-13,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-04-16,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-04-17,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-04-20,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-04-22,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-04-23,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-04-28,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-05-07,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-05-09,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-05-11,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-05-12,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-05-15,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-05-23,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-05-24,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-05-26,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-06-02,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-06-09,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-06-10,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-06-12,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-06-15,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-06-23,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-06-25,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-06-27,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-06-28,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-07-02,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-07-03,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-07-07,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-07-08,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-07-09,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-07-20,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-07-22,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-07-26,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-07-27,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-07-28,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-07-29,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-07-31,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-08-07,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-08-09,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-08-14,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-08-17,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-08-18,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-08-22,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-08-27,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-09-04,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-09-05,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-09-06,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-09-12,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-09-13,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-09-14,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-09-16,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-09-26,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-09-30,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-10-10,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-10-11,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-10-14,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-10-18,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-10-24,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-11-01,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-11-03,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-11-05,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-11-07,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-11-09,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-11-14,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-11-17,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-12-02,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-12-03,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-12-06,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-12-07,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-12-08,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-12-13,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-12-17,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-12-18,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-12-20,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-12-22,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-12-23,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-12-25,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-12-28,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2022-12-31,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-01-02,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-01-03,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-01-04,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-01-06,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-01-07,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-01-09,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-01-18,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-01-20,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-01-21,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-01-25,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-01-26,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-01-29,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-02-03,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-02-06,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-02-07,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-02-11,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-02-19,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-02-24,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-03-05,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-03-07,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-03-08,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-03-09,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-03-14,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-03-18,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-03-25,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-03-26,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-03-30,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-04-02,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-04-03,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-04-04,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-04-06,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-04-07,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-04-08,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-04-17,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-04-18,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-04-22,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-04-26,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-04-27,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-04-30,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-05-01,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-05-10,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-05-14,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-05-18,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-05-19,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-05-24,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-06-02,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-06-05,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-06-20,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-06-21,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-06-24,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-06-28,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-06-29,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-07-04,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-07-05,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-07-06,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-07-09,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-07-15,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-07-18,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-07-19,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-07-22,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-07-25,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-07-28,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-08-04,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-08-08,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
2023-08-09,XJ,International conveyance (Diamond Princess),OTHER,0,712,0,13
