Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2023-12-31,DJ,Djibouti,EMR,0,15690,0,189
2024-01-09,DJ,Djibouti,EMR,0,15690,0,189
2024-01-18,DJ,Djibouti,EMR,0,15690,0,189
2024-01-20,DJ,Djibouti,EMR,0,15690,0,189
2024-01-28,DJ,Djibouti,EMR,0,15690,0,189
2024-02-09,DJ,Djibouti,EMR,0,15690,0,189
2024-02-13,DJ,Djibouti,EMR,0,15690,0,189
2024-03-10,DJ,Djibouti,EMR,0,15690,0,189
2024-04-17,DJ,Djibouti,EMR,0,15690,0,189
2024-04-18,DJ,Djibouti,EMR,0,15690,0,189
2024-05-21,DJ,Djibouti,EMR,0,15690,0,189
2024-05-23,DJ,Djibouti,EMR,0,15690,0,189
2024-06-15,DJ,Djibouti,EMR,0,15690,0,189
2024-06-29,DJ,Djibouti,EMR,0,15690,0,189
2024-08-12,DJ,Djibouti,EMR,0,15690,0,189
2024-09-14,DJ,Djibouti,EMR,0,15690,0,189
2024-11-03,DJ,Djibouti,EMR,0,15690,0,189
2024-11-27,DJ,Djibouti,EMR,0,15690,0,189
2024-12-23,DJ,Djibouti,EMR,0,15690,0,189
2024-12-24,DJ,Djibouti,EMR,0,15690,0,189
2025-01-11,DJ,Djibouti,EMR,0,15690,0,189
2025-01-14,DJ,Djibouti,EMR,0,15690,0,189
2025-01-30,DJ,Djibouti,EMR,0,15690,0,189
2025-03-04,DJ,Djibouti,EMR,0,15690,0,189
2025-03-26,DJ,Djibouti,EMR,0,15690,0,189
2025-04-11,DJ,Djibouti,EMR,0,15690,0,189
2025-05-03,DJ,Djibouti,EMR,0,15690,0,189
2025-05-16,DJ,Djibouti,EMR,0,15690,0,189
2025-05-18,DJ,Djibouti,EMR,0,15690,0,189
2025-05-25,DJ,Djibouti,EMR,0,15690,0,189
2025-05-31,DJ,Djibouti,EMR,0,15690,0,189
2025-06-01,DJ,Djibouti,EMR,0,15690,0,189
2025-06-16,DJ,Djibouti,EMR,0,15690,0,189
2025-06-20,DJ,Djibouti,EMR,0,15690,0,189
2025-07-05,DJ,Djibouti,EMR,0,15690,0,189
2025-07-11,DJ,Djibouti,EMR,0,15690,0,189
2020-01-16,DM,Dominica,AMR,0,0,0,0
2020-01-22,DM,Dominica,AMR,0,0,0,0
2020-03-25,DM,Dominica,AMR,1,2,0,0
2020-04-08,DM,Dominica,AMR,1,15,0,0
2020-04-12,DM,Dominica,AMR,0,16,0,0
2020-05-28,DM,Dominica,AMR,0,16,0,0
2020-06-04,DM,Dominica,AMR,0,16,0,0
2020-06-05,DM,Dominica,AMR,0,16,0,0
2020-06-23,DM,Dominica,AMR,0,18,0,0
2020-07-11,DM,Dominica,AMR,0,18,0,0
2020-08-06,DM,Dominica,AMR,0,18,0,0
2020-09-01,DM,Dominica,AMR,0,20,0,0
2020-10-21,DM,Dominica,AMR,0,33,0,0
2020-11-25,DM,Dominica,AMR,0,77,0,0
2020-12-23,DM,Dominica,AMR,0,92,0,0
2020-12-29,DM,Dominica,AMR,0,96,0,0
2021-01-01,DM,Dominica,AMR,0,96,0,0
2021-02-27,DM,Dominica,AMR,1,142,0,0
2021-04-03,DM,Dominica,AMR,1,165,0,0
2021-04-08,DM,Dominica,AMR,0,165,0,0
2021-05-09,DM,Dominica,AMR,1,175,0,0
2021-06-20,DM,Dominica,AMR,0,191,0,0
2021-06-22,DM,Dominica,AMR,0,191,0,0
2021-06-29,DM,Dominica,AMR,0,193,0,0
2021-06-30,DM,Dominica,AMR,0,193,0,0
2021-07-20,DM,Dominica,AMR,0,206,0,0
2021-07-23,DM,Dominica,AMR,3,209,0,0
2021-08-03,DM,Dominica,AMR,0,218,0,0
2021-10-30,DM,Dominica,AMR,0,4691,0,31
2021-11-06,DM,Dominica,AMR,98,4961,0,32
2021-12-27,DM,Dominica,AMR,0,6559,0,45
2022-02-07,DM,Dominica,AMR,0,10000,0,51
2022-03-17,DM,Dominica,AMR,114,11643,0,62
2022-04-19,DM,Dominica,AMR,0,11988,0,63
2022-04-23,DM,Dominica,AMR,22,12033,0,63
2022-05-04,DM,Dominica,AMR,0,12161,0,63
2022-05-28,DM,Dominica,AMR,57,14241,2,67
2022-06-26,DM,Dominica,AMR,0,14852,0,68
2022-08-09,DM,Dominica,AMR,0,14852,0,68
2022-09-03,DM,Dominica,AMR,0,14852,0,68
2022-09-21,DM,Dominica,AMR,0,14852,0,68
2022-10-12,DM,Dominica,AMR,0,15760,0,74
2022-10-14,DM,Dominica,AMR,0,15760,0,74
2022-10-25,DM,Dominica,AMR,0,15760,0,74
2022-12-29,DM,Dominica,AMR,0,15760,0,74
2023-01-08,DM,Dominica,AMR,0,15760,0,74
2023-01-25,DM,Dominica,AMR,0,15760,0,74
2023-01-29,DM,Dominica,AMR,0,15760,0,74
2023-03-25,DM,Dominica,AMR,0,15760,0,74
2023-04-01,DM,Dominica,AMR,0,15760,0,74
2023-04-05,DM,Dominica,AMR,0,15760,0,74
2023-04-10,DM,Dominica,AMR,0,15760,0,74
2023-05-18,DM,Dominica,AMR,0,15769,0,74
2023-06-01,DM,Dominica,AMR,0,15800,0,74
2023-08-23,DM,Dominica,AMR,0,16018,0,74
2023-09-06,DM,Dominica,AMR,0,16018,0,74
2023-09-18,DM,Dominica,AMR,0,16022,0,74
2023-10-07,DM,Dominica,AMR,0,16036,0,74
2023-11-20,DM,Dominica,AMR,0,16047,0,74
2023-12-13,DM,Dominica,AMR,0,16047,0,74
2023-12-17,DM,Dominica,AMR,0,16047,0,74
2024-02-25,DM,Dominica,AMR,0,16047,0,74
2024-04-15,DM,Dominica,AMR,0,16047,0,74
2024-06-06,DM,Dominica,AMR,0,16047,0,74
2024-06-19,DM,Dominica,AMR,0,16047,0,74
2024-06-25,DM,Dominica,AMR,0,16047,0,74
2024-08-16,DM,Dominica,AMR,0,16047,0,74
2024-10-28,DM,Dominica,AMR,0,16047,0,74
2024-12-11,DM,Dominica,AMR,0,16047,0,74
2024-12-30,DM,Dominica,AMR,0,16047,0,74
2025-01-02,DM,Dominica,AMR,0,16047,0,74
2025-02-03,DM,Dominica,AMR,0,16047,0,74
2025-02-11,DM,Dominica,AMR,0,16047,0,74
2025-02-26,DM,Dominica,AMR,0,16047,0,74
2025-04-04,DM,Dominica,AMR,0,16047,0,74
2025-04-29,DM,Dominica,AMR,0,16047,0,74
2025-06-16,DM,Dominica,AMR,0,16047,0,74
2025-06-25,DM,Dominica,AMR,0,16047,0,74
2020-01-19,DO,Dominican Republic,AMR,0,0,0,0
2020-01-30,DO,Dominican Republic,AMR,0,0,0,0
2020-02-20,DO,Dominican Republic,AMR,0,0,0,0
2020-03-14,DO,Dominican Republic,AMR,0,5,0,0
2020-04-20,DO,Dominican Republic,AMR,345,4680,9,226
2020-05-14,DO,Dominican Republic,AMR,296,11196,7,409
2020-05-15,DO,Dominican Republic,AMR,124,11320,13,422
2020-06-06,DO,Dominican Republic,AMR,389,18708,5,525
2020-07-28,DO,Dominican Republic,AMR,1248,64156,20,1083
2020-08-17,DO,Dominican Republic,AMR,764,86309,15,1453
2020-10-24,DO,Dominican Republic,AMR,411,123284,2,2214
2020-12-03,DO,Dominican Republic,AMR,895,145197,1,2334
2021-01-03,DO,Dominican Republic,AMR,747,172965,0,2416
2021-01-05,DO,Dominican Republic,AMR,0,173331,0,2418
2021-01-12,DO,Dominican Republic,AMR,1179,183282,0,2427
2021-01-17,DO,Dominican Republic,AMR,2370,191339,0,2432
2021-01-31,DO,Dominican Republic,AMR,2141,212553,20,2646
2021-04-13,DO,Dominican Republic,AMR,341,258039,4,3392
2021-04-27,DO,Dominican Republic,AMR,540,265403,5,3459
2021-07-03,DO,Dominican Republic,AMR,1368,327561,6,3846
2021-07-16,DO,Dominican Republic,AMR,535,336144,7,3907
2021-09-03,DO,Dominican Republic,AMR,321,350789,1,4009
2021-10-26,DO,Dominican Republic,AMR,464,376736,2,4110
2021-11-14,DO,Dominican Republic,AMR,1225,394608,1,4166
2022-02-01,DO,Dominican Republic,AMR,1193,555245,2,4307
2022-03-02,DO,Dominican Republic,AMR,356,574912,1,4369
2022-04-16,DO,Dominican Republic,AMR,28,578733,0,4375
2022-05-26,DO,Dominican Republic,AMR,222,581869,0,4377
2022-05-27,DO,Dominican Republic,AMR,0,581869,0,4377
2022-05-31,DO,Dominican Republic,AMR,299,583722,0,4377
2022-06-04,DO,Dominican Republic,AMR,483,585567,0,4377
2022-07-04,DO,Dominican Republic,AMR,1317,610707,0,4383
2022-07-16,DO,Dominican Republic,AMR,496,621543,0,4383
2022-08-10,DO,Dominican Republic,AMR,338,633272,0,4384
2022-09-07,DO,Dominican Republic,AMR,217,640784,0,4384
2022-09-15,DO,Dominican Republic,AMR,320,643145,0,4384
2022-10-10,DO,Dominican Republic,AMR,101,646985,0,4384
2022-10-27,DO,Dominican Republic,AMR,32,647484,0,4384
2022-12-07,DO,Dominican Republic,AMR,154,652060,0,4384
2023-02-15,DO,Dominican Republic,AMR,29,660514,0,4384
2023-05-24,DO,Dominican Republic,AMR,0,661103,0,4384
2023-07-29,DO,Dominican Republic,AMR,0,661103,0,4384
2023-08-30,DO,Dominican Republic,AMR,0,661103,0,4384
2023-10-11,DO,Dominican Republic,AMR,0,661103,0,4384
2023-10-28,DO,Dominican Republic,AMR,0,661103,0,4384
2023-12-01,DO,Dominican Republic,AMR,0,661103,0,4384
2023-12-26,DO,Dominican Republic,AMR,0,661103,0,4384
2024-01-10,DO,Dominican Republic,AMR,0,661103,0,4384
2024-03-16,DO,Dominican Republic,AMR,0,661103,0,4384
2024-03-17,DO,Dominican Republic,AMR,0,661103,0,4384
2024-06-20,DO,Dominican Republic,AMR,0,661103,0,4384
2024-06-23,DO,Dominican Republic,AMR,0,661103,0,4384
2024-07-16,DO,Dominican Republic,AMR,0,661103,0,4384
2024-09-02,DO,Dominican Republic,AMR,0,661103,0,4384
2024-10-06,DO,Dominican Republic,AMR,0,661103,0,4384
2025-01-23,DO,Dominican Republic,AMR,0,661103,0,4384
2025-01-27,DO,Dominican Republic,AMR,0,661103,0,4384
2025-02-07,DO,Dominican Republic,AMR,0,661103,0,4384
2025-03-25,DO,Dominican Republic,AMR,0,661103,0,4384
2025-04-13,DO,Dominican Republic,AMR,0,661103,0,4384
2025-05-25,DO,Dominican Republic,AMR,0,661103,0,4384
2025-06-01,DO,Dominican Republic,AMR,0,661103,0,4384
2020-02-27,EC,Ecuador,AMR,0,0,0,0
2020-03-07,EC,Ecuador,AMR,3,13,0,0
2020-05-11,EC,Ecuador,AMR,488,29559,410,2127
2020-08-14,EC,Ecuador,AMR,1233,98343,26,6010
2020-09-22,EC,Ecuador,AMR,292,126711,5,11095
2020-10-11,EC,Ecuador,AMR,980,146828,13,12188
2020-10-12,EC,Ecuador,AMR,205,147033,3,12191
2020-10-16,EC,Ecuador,AMR,1277,150360,42,12306
2020-11-30,EC,Ecuador,AMR,1208,192117,52,13423
2020-12-17,EC,Ecuador,AMR,1105,203461,19,13915
2020-12-25,EC,Ecuador,AMR,926,208010,15,13977
2020-12-28,EC,Ecuador,AMR,81,209355,2,13992
2021-01-11,EC,Ecuador,AMR,721,221070,0,14177
2021-02-06,EC,Ecuador,AMR,2073,255412,14,14982
2021-03-08,EC,Ecuador,AMR,1560,294503,19,16039
2021-07-11,EC,Ecuador,AMR,2098,467976,46,21814
2021-08-06,EC,Ecuador,AMR,1039,490536,33,31754
2021-10-02,EC,Ecuador,AMR,564,510177,17,32784
2021-10-12,EC,Ecuador,AMR,75,512044,1,32848
2021-11-21,EC,Ecuador,AMR,492,523847,9,33121
2021-12-14,EC,Ecuador,AMR,267,533457,3,33561
2021-12-21,EC,Ecuador,AMR,256,537032,0,33597
2022-02-04,EC,Ecuador,AMR,6522,745819,67,34639
2022-02-07,EC,Ecuador,AMR,5077,766398,14,34730
2022-03-23,EC,Ecuador,AMR,237,854252,0,35410
2022-05-07,EC,Ecuador,AMR,288,870526,0,35598
2022-05-18,EC,Ecuador,AMR,44,872509,1,35610
2022-06-10,EC,Ecuador,AMR,820,886223,0,35649
2022-07-20,EC,Ecuador,AMR,610,935821,0,35774
2022-08-11,EC,Ecuador,AMR,175,981042,0,35811
2022-09-22,EC,Ecuador,AMR,273,1002330,2,35889
2022-10-19,EC,Ecuador,AMR,10,1007257,0,35897
2022-10-30,EC,Ecuador,AMR,50,1008035,0,35898
2022-11-07,EC,Ecuador,AMR,99,1009044,1,35901
2022-11-23,EC,Ecuador,AMR,0,1014491,0,35905
2022-12-20,EC,Ecuador,AMR,0,1035240,0,35929
2023-04-23,EC,Ecuador,AMR,573,1061100,1,36019
2023-06-01,EC,Ecuador,AMR,0,1062275,0,36019
2023-06-20,EC,Ecuador,AMR,0,1062275,0,36019
2023-08-24,EC,Ecuador,AMR,0,1062275,0,36019
2023-08-30,EC,Ecuador,AMR,0,1062275,0,36019
2023-09-05,EC,Ecuador,AMR,0,1062275,0,36019
2023-09-14,EC,Ecuador,AMR,0,1062275,0,36019
2023-09-30,EC,Ecuador,AMR,0,1062275,0,36019
2023-10-21,EC,Ecuador,AMR,0,1062585,0,36019
2023-10-25,EC,Ecuador,AMR,0,1062756,0,36019
2023-12-25,EC,Ecuador,AMR,0,1067642,0,36024
2023-12-27,EC,Ecuador,AMR,0,1068399,0,36024
2024-03-16,EC,Ecuador,AMR,0,1075065,0,36045
2024-04-27,EC,Ecuador,AMR,0,1076052,0,36048
2024-06-23,EC,Ecuador,AMR,0,1076654,0,36050
2024-07-14,EC,Ecuador,AMR,0,1076965,0,36050
2024-09-04,EC,Ecuador,AMR,0,1078505,0,36052
2024-10-15,EC,Ecuador,AMR,15,1078766,0,36054
2024-12-24,EC,Ecuador,AMR,35,1078986,0,36056
2025-04-22,EC,Ecuador,AMR,13,1080088,1,36059
2020-01-06,EG,Egypt,EMR,0,0,0,0
2020-02-01,EG,Egypt,EMR,0,0,0,0
2020-02-16,EG,Egypt,EMR,0,1,0,0
2020-03-07,EG,Egypt,EMR,12,15,0,0
2020-03-11,EG,Egypt,EMR,5,59,0,1
2020-03-21,EG,Egypt,EMR,29,285,1,8
2020-03-31,EG,Egypt,EMR,47,656,1,41
2020-04-03,EG,Egypt,EMR,86,865,6,58
2020-04-10,EG,Egypt,EMR,139,1699,15,118
2020-05-13,EG,Egypt,EMR,347,10093,11,544
2020-05-20,EG,Egypt,EMR,720,13484,14,659
2020-06-07,EG,Egypt,EMR,1497,32612,32,1198
2020-06-24,EG,Egypt,EMR,1332,58141,87,2365
2020-07-07,EG,Egypt,EMR,969,76222,79,3422
2020-07-14,EG,Egypt,EMR,931,83001,77,3935
2020-07-16,EG,Egypt,EMR,913,84843,59,4067
2020-07-24,EG,Egypt,EMR,668,90413,40,4480
2020-08-04,EG,Egypt,EMR,157,94640,23,4888
2020-08-18,EG,Egypt,EMR,115,96590,13,5173
2020-08-26,EG,Egypt,EMR,141,97619,18,5298
2020-09-26,EG,Egypt,EMR,112,102625,18,5853
2020-10-21,EG,Egypt,EMR,158,105705,12,6142
2020-10-22,EG,Egypt,EMR,178,105883,13,6155
2020-11-14,EG,Egypt,EMR,224,110319,12,6429
2020-11-23,EG,Egypt,EMR,351,113027,13,6548
2020-11-30,EG,Egypt,EMR,358,115541,15,6636
2020-12-05,EG,Egypt,EMR,427,117583,19,6732
2020-12-19,EG,Egypt,EMR,579,124280,26,7041
2020-12-26,EG,Egypt,EMR,1133,130126,49,7309
2021-01-04,EG,Egypt,EMR,1309,142187,64,7805
2021-01-05,EG,Egypt,EMR,1277,143464,58,7863
2021-01-08,EG,Egypt,EMR,1219,146809,54,8029
2021-01-16,EG,Egypt,EMR,879,154620,52,8473
2021-01-26,EG,Egypt,EMR,669,162486,53,9012
2021-02-05,EG,Egypt,EMR,532,168057,52,9512
2021-02-17,EG,Egypt,EMR,633,175059,51,10101
2021-03-04,EG,Egypt,EMR,577,184168,44,10822
2021-03-13,EG,Egypt,EMR,639,189639,45,11214
2021-03-27,EG,Egypt,EMR,670,198681,36,11804
2021-04-06,EG,Egypt,EMR,767,205732,47,12210
2021-04-19,EG,Egypt,EMR,850,216334,44,12738
2021-04-28,EG,Egypt,EMR,1003,224517,61,13168
2021-04-30,EG,Egypt,EMR,1003,226531,59,13278
2021-05-02,EG,Egypt,EMR,1032,228584,63,13402
2021-05-06,EG,Egypt,EMR,1102,232905,64,13655
2021-05-10,EG,Egypt,EMR,1138,237410,59,13904
2021-05-21,EG,Egypt,EMR,1153,250391,61,14559
2021-05-28,EG,Egypt,EMR,1132,258407,54,14904
2021-05-30,EG,Egypt,EMR,1119,260659,51,15001
2021-06-05,EG,Egypt,EMR,861,266350,46,15268
2021-07-18,EG,Egypt,EMR,69,283636,8,16439
2021-08-03,EG,Egypt,EMR,51,284362,7,16535
2021-08-19,EG,Egypt,EMR,123,285700,8,16638
2021-08-23,EG,Egypt,EMR,184,286352,8,16671
2021-09-22,EG,Egypt,EMR,688,298296,24,17016
2021-10-01,EG,Egypt,EMR,741,304524,37,17331
2021-10-24,EG,Egypt,EMR,881,323733,47,18242
2021-11-12,EG,Egypt,EMR,919,341188,60,19309
2021-11-15,EG,Egypt,EMR,935,343961,64,19499
2021-11-28,EG,Egypt,EMR,931,355767,68,20305
2021-12-14,EG,Egypt,EMR,799,369997,44,21104
2021-12-22,EG,Egypt,EMR,848,377081,47,21457
2022-01-23,EG,Egypt,EMR,1569,408495,41,22330
2022-02-03,EG,Egypt,EMR,2278,430480,52,22735
2022-02-09,EG,Egypt,EMR,2194,444117,60,23053
2022-03-04,EG,Egypt,EMR,1261,487642,17,24149
2022-03-21,EG,Egypt,EMR,0,500889,0,24361
2022-03-24,EG,Egypt,EMR,0,500889,0,24361
2022-04-11,EG,Egypt,EMR,0,511977,0,24522
2022-04-18,EG,Egypt,EMR,0,512845,0,24564
2022-05-13,EG,Egypt,EMR,0,513846,0,24669
2022-06-03,EG,Egypt,EMR,0,513944,0,24718
2022-06-09,EG,Egypt,EMR,0,513975,0,24719
2022-06-27,EG,Egypt,EMR,0,514088,0,24723
2022-07-10,EG,Egypt,EMR,0,514182,0,24725
2022-08-07,EG,Egypt,EMR,0,515082,0,24781
2022-08-08,EG,Egypt,EMR,0,515082,0,24781
2022-08-19,EG,Egypt,EMR,0,515198,0,24786
2022-08-20,EG,Egypt,EMR,66,515264,5,24791
2022-09-10,EG,Egypt,EMR,13,515348,0,24796
2022-09-20,EG,Egypt,EMR,0,515361,0,24797
2022-09-22,EG,Egypt,EMR,0,515361,0,24797
2022-09-23,EG,Egypt,EMR,0,515361,0,24797
2022-10-05,EG,Egypt,EMR,0,515381,0,24797
2022-10-06,EG,Egypt,EMR,0,515381,0,24797
2022-10-10,EG,Egypt,EMR,0,515388,0,24797
2022-10-25,EG,Egypt,EMR,0,515401,0,24798
2022-11-12,EG,Egypt,EMR,8,515420,0,24798
2022-11-14,EG,Egypt,EMR,0,515420,0,24798
2022-11-22,EG,Egypt,EMR,0,515431,0,24798
2022-11-24,EG,Egypt,EMR,0,515431,0,24798
2022-12-17,EG,Egypt,EMR,18,515493,1,24801
2022-12-22,EG,Egypt,EMR,0,515493,0,24801
2023-01-01,EG,Egypt,EMR,0,515533,0,24802
2023-01-05,EG,Egypt,EMR,0,515533,0,24802
2023-01-17,EG,Egypt,EMR,0,515580,0,24805
2023-01-19,EG,Egypt,EMR,0,515580,0,24805
2023-01-25,EG,Egypt,EMR,0,515609,0,24805
2023-01-28,EG,Egypt,EMR,26,515635,1,24806
2023-02-03,EG,Egypt,EMR,0,515635,0,24806
2023-02-06,EG,Egypt,EMR,0,515666,0,24807
2023-03-15,EG,Egypt,EMR,0,515823,0,24817
2023-03-31,EG,Egypt,EMR,0,515882,0,24821
2023-04-10,EG,Egypt,EMR,0,515942,0,24824
2023-04-14,EG,Egypt,EMR,0,515942,0,24824
2023-04-18,EG,Egypt,EMR,0,515970,0,24826
2023-04-21,EG,Egypt,EMR,0,515970,0,24826
2023-05-02,EG,Egypt,EMR,0,516023,0,24830
2023-06-04,EG,Egypt,EMR,0,516023,0,24830
2023-06-07,EG,Egypt,EMR,0,516023,0,24830
2023-07-08,EG,Egypt,EMR,0,516023,0,24830
2023-07-13,EG,Egypt,EMR,0,516023,0,24830
2023-08-04,EG,Egypt,EMR,0,516023,0,24830
2023-08-13,EG,Egypt,EMR,0,516023,0,24830
2023-10-13,EG,Egypt,EMR,0,516023,0,24830
2023-10-18,EG,Egypt,EMR,0,516023,0,24830
2023-11-13,EG,Egypt,EMR,0,516023,0,24830
2023-11-28,EG,Egypt,EMR,0,516023,0,24830
2023-12-07,EG,Egypt,EMR,0,516023,0,24830
2024-01-22,EG,Egypt,EMR,0,516023,0,24830
2024-01-25,EG,Egypt,EMR,0,516023,0,24830
2024-02-02,EG,Egypt,EMR,0,516023,0,24830
2024-02-07,EG,Egypt,EMR,0,516023,0,24830
2024-02-16,EG,Egypt,EMR,0,516023,0,24830
2024-03-26,EG,Egypt,EMR,0,516023,0,24830
2024-03-27,EG,Egypt,EMR,0,516023,0,24830
2024-04-06,EG,Egypt,EMR,0,516023,0,24830
2024-04-08,EG,Egypt,EMR,0,516023,0,24830
2024-05-12,EG,Egypt,EMR,0,516023,0,24830
2024-05-24,EG,Egypt,EMR,0,516023,0,24830
2024-05-27,EG,Egypt,EMR,0,516023,0,24830
2024-05-29,EG,Egypt,EMR,0,516023,0,24830
2024-06-05,EG,Egypt,EMR,0,516023,0,24830
2024-06-09,EG,Egypt,EMR,0,516023,0,24830
2024-07-08,EG,Egypt,EMR,0,516023,0,24830
2024-07-17,EG,Egypt,EMR,0,516023,0,24830
2024-07-21,EG,Egypt,EMR,0,516023,0,24830
2024-08-13,EG,Egypt,EMR,0,516023,0,24830
2024-08-21,EG,Egypt,EMR,0,516023,0,24830
2024-09-09,EG,Egypt,EMR,0,516023,0,24830
2024-09-29,EG,Egypt,EMR,0,516023,0,24830
2024-10-20,EG,Egypt,EMR,0,516023,0,24830
2024-10-25,EG,Egypt,EMR,0,516023,0,24830
2024-11-27,EG,Egypt,EMR,0,516023,0,24830
2024-12-02,EG,Egypt,EMR,0,516023,0,24830
2024-12-04,EG,Egypt,EMR,0,516023,0,24830
2025-02-27,EG,Egypt,EMR,0,516023,0,24830
2025-02-28,EG,Egypt,EMR,0,516023,0,24830
2025-03-20,EG,Egypt,EMR,0,516023,0,24830
2025-04-11,EG,Egypt,EMR,0,516023,0,24830
2025-04-15,EG,Egypt,EMR,0,516023,0,24830
2025-04-28,EG,Egypt,EMR,0,516023,0,24830
2025-05-07,EG,Egypt,EMR,0,516023,0,24830
2025-06-16,EG,Egypt,EMR,0,516023,0,24830
2025-07-01,EG,Egypt,EMR,0,516023,0,24830
2025-07-05,EG,Egypt,EMR,0,516023,0,24830
2025-07-12,EG,Egypt,EMR,0,516023,0,24830
2025-07-13,EG,Egypt,EMR,0,516023,0,24830
2020-01-07,SV,El Salvador,AMR,0,0,0,0
2020-01-19,SV,El Salvador,AMR,0,0,0,0
2020-02-20,SV,El Salvador,AMR,0,0,0,0
2020-02-24,SV,El Salvador,AMR,0,0,0,0
2020-04-01,SV,El Salvador,AMR,2,32,0,0
2020-08-23,SV,El Salvador,AMR,220,24420,8,654
2020-08-28,SV,El Salvador,AMR,144,25284,7,694
2020-09-14,SV,El Salvador,AMR,77,26928,3,785
2020-11-30,SV,El Salvador,AMR,0,38405,4,1111
2020-12-22,SV,El Salvador,AMR,295,43772,7,1257
2021-01-03,SV,El Salvador,AMR,282,46242,8,1351
2021-02-01,SV,El Salvador,AMR,977,54966,9,1623
2021-02-13,SV,El Salvador,AMR,0,56653,8,1727
2021-03-19,SV,El Salvador,AMR,0,62531,5,1967
2021-05-08,SV,El Salvador,AMR,258,70255,3,2146
2021-09-05,SV,El Salvador,AMR,0,96067,8,2952
2021-09-30,SV,El Salvador,AMR,0,104348,11,3222
2021-10-16,SV,El Salvador,AMR,2217,109881,12,3447
2021-11-22,SV,El Salvador,AMR,0,118041,2,3753
2021-12-05,SV,El Salvador,AMR,0,119803,0,3781
2021-12-28,SV,El Salvador,AMR,0,121741,2,3820
2022-01-20,SV,El Salvador,AMR,0,123577,3,3840
2022-01-22,SV,El Salvador,AMR,0,123577,7,3847
2022-02-01,SV,El Salvador,AMR,0,134155,8,3899
2022-02-03,SV,El Salvador,AMR,0,135109,6,3914
2022-02-12,SV,El Salvador,AMR,0,135109,7,3982
2022-02-20,SV,El Salvador,AMR,0,147786,0,4032
2022-03-23,SV,El Salvador,AMR,0,161052,0,4113
2022-05-09,SV,El Salvador,AMR,0,162089,0,4128
2022-05-14,SV,El Salvador,AMR,0,162089,0,4129
2022-05-30,SV,El Salvador,AMR,0,162755,0,4131
2022-06-23,SV,El Salvador,AMR,0,169646,1,4139
2022-08-21,SV,El Salvador,AMR,0,190818,0,4218
2022-10-07,SV,El Salvador,AMR,0,201785,0,4230
2022-10-22,SV,El Salvador,AMR,0,201785,0,4230
2022-12-04,SV,El Salvador,AMR,0,201785,0,4230
2022-12-22,SV,El Salvador,AMR,0,201785,0,4230
2023-01-15,SV,El Salvador,AMR,0,201785,0,4230
2023-02-21,SV,El Salvador,AMR,0,201785,0,4230
2023-03-07,SV,El Salvador,AMR,0,201785,0,4230
2023-04-09,SV,El Salvador,AMR,0,201785,0,4230
2023-07-16,SV,El Salvador,AMR,0,201796,0,4230
2023-08-10,SV,El Salvador,AMR,0,201814,0,4230
2023-10-01,SV,El Salvador,AMR,0,201831,0,4230
2024-01-08,SV,El Salvador,AMR,0,201841,0,4230
2024-04-18,SV,El Salvador,AMR,0,201865,0,4230
2024-05-05,SV,El Salvador,AMR,0,201865,0,4230
2024-05-13,SV,El Salvador,AMR,0,201865,0,4230
2024-06-05,SV,El Salvador,AMR,0,201878,0,4230
2024-08-23,SV,El Salvador,AMR,0,201942,0,4230
2024-09-12,SV,El Salvador,AMR,0,201950,0,4230
2024-10-25,SV,El Salvador,AMR,0,201961,0,4230
2024-11-05,SV,El Salvador,AMR,1,201962,0,4230
2024-11-15,SV,El Salvador,AMR,0,201964,0,4230
2024-11-27,SV,El Salvador,AMR,0,201965,0,4230
2024-12-10,SV,El Salvador,AMR,0,201967,0,4230
2024-12-20,SV,El Salvador,AMR,0,201967,0,4230
2025-02-05,SV,El Salvador,AMR,0,201988,0,4230
2025-02-28,SV,El Salvador,AMR,0,201994,0,4230
2025-03-01,SV,El Salvador,AMR,0,201994,0,4230
2025-04-30,SV,El Salvador,AMR,0,202012,0,4230
2025-05-14,SV,El Salvador,AMR,0,202014,0,4230
2020-01-06,GQ,Equatorial Guinea,AFR,0,0,0,0
2020-01-16,GQ,Equatorial Guinea,AFR,0,0,0,0
2020-02-01,GQ,Equatorial Guinea,AFR,0,0,0,0
2020-02-23,GQ,Equatorial Guinea,AFR,0,0,0,0
2020-06-06,GQ,Equatorial Guinea,AFR,49,2141,0,12
2020-06-09,GQ,Equatorial Guinea,AFR,46,2261,0,12
2020-06-22,GQ,Equatorial Guinea,AFR,23,2815,0,41
2020-09-10,GQ,Equatorial Guinea,AFR,0,4990,0,83
2020-10-06,GQ,Equatorial Guinea,AFR,7,5052,0,83
2020-10-25,GQ,Equatorial Guinea,AFR,0,5079,0,83
2020-11-16,GQ,Equatorial Guinea,AFR,17,5121,0,85
2020-11-30,GQ,Equatorial Guinea,AFR,3,5156,0,85
2021-08-16,GQ,Equatorial Guinea,AFR,0,8972,0,123
2021-09-22,GQ,Equatorial Guinea,AFR,0,11544,0,140
2021-10-18,GQ,Equatorial Guinea,AFR,0,13020,0,161
2022-02-13,GQ,Equatorial Guinea,AFR,0,15853,0,182
2022-04-04,GQ,Equatorial Guinea,AFR,0,15904,0,183
