Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,Year,Month,Day_of_week,Week_of_year,Case_Fatality_Rate,Cases_Growth_Rate,Deaths_Growth_Rate,New_cases_7day_avg,New_deaths_7day_avg,Pandemic_Phase
2020-01-25,AF,Afghanistan,EMR,0,0,0,0,2020,1,5,4,0.0,0.0,0.0,0.0,0.0,Early_Phase
2020-02-01,AF,Afghanistan,EMR,0,0,0,0,2020,2,5,5,0.0,0.0,0.0,0.0,0.0,Early_Phase
2020-02-07,AF,Afghanistan,EMR,0,0,0,0,2020,2,4,6,0.0,0.0,0.0,0.0,0.0,Early_Phase
2020-02-09,AF,Afghanistan,EMR,0,0,0,0,2020,2,6,6,0.0,0.0,0.0,0.0,0.0,Early_Phase
2020-03-09,AF,Afghanistan,EMR,3,4,0,0,2020,3,0,11,0.0,0.0,0.0,0.0,0.0,Early_Phase
2020-03-20,AF,Afghanistan,EMR,0,22,0,0,2020,3,4,12,0.0,0.0,0.0,0.0,0.0,Early_Phase
2020-03-26,AF,Afghanistan,EMR,32,74,0,1,2020,3,3,13,1.3513514,0.0,0.0,0.0,0.0,Early_Phase
2020-03-30,AF,Afghanistan,EMR,15,106,1,3,2020,3,0,14,2.8301888,0.0,0.0,0.0,0.0,Early_Phase
2020-04-17,AF,Afghanistan,EMR,73,794,4,29,2020,4,4,16,3.6523929,0.046240605,0.022220302,35.0,0.42857143,Early_Phase
2020-05-13,AF,Afghanistan,EMR,262,4664,2,121,2020,5,2,20,2.5943396,0.35638103,0.21450713,687.4286,7.571429,Early_Phase
2020-05-19,AF,Afghanistan,EMR,262,6664,1,169,2020,5,1,21,2.5360143,0.0,0.0,0.0,0.0,Early_Phase
2020-06-02,AF,Afghanistan,EMR,656,15750,15,265,2020,6,1,23,1.6825397,0.03527322,0.28885725,2154.1428,14.714286,First_Wave
2020-06-06,AF,Afghanistan,EMR,1078,18969,10,309,2020,6,5,23,1.6289736,0.0,0.0,0.0,0.0,First_Wave
2020-06-23,AF,Afghanistan,EMR,310,29143,17,598,2020,6,1,26,2.0519507,0.0,0.0,0.0,0.0,First_Wave
2020-07-04,AF,Afghanistan,EMR,302,32324,12,819,2020,7,5,27,2.533721,0.0,0.0,0.0,0.0,First_Wave
2020-07-09,AF,Afghanistan,EMR,210,33594,16,936,2020,7,3,28,2.7862117,0.0,0.0,0.0,0.0,First_Wave
2020-07-10,AF,Afghanistan,EMR,59,33653,1,937,2020,7,4,28,2.7842987,0.0,0.0,0.0,0.0,First_Wave
2020-07-22,AF,Afghanistan,EMR,106,35615,1,1184,2020,7,2,30,3.324442,0.0,0.0,0.0,0.0,First_Wave
2020-08-03,AF,Afghanistan,EMR,0,36710,0,1283,2020,8,0,32,3.4949605,0.0,0.0,0.0,0.0,First_Wave
2020-09-03,AF,Afghanistan,EMR,47,38243,3,1409,2020,9,3,36,3.6843343,0.0,0.0,0.0,0.0,First_Wave
2020-09-28,AF,Afghanistan,EMR,35,39227,0,1453,2020,9,0,40,3.7040813,0.0,0.0,0.0,0.0,First_Wave
2020-10-29,AF,Afghanistan,EMR,113,41145,6,1529,2020,10,3,44,3.716126,3.1736794,13.496933,51.0,0.5714286,First_Wave
2020-11-25,AF,Afghanistan,EMR,290,45278,17,1712,2020,11,2,48,3.7810857,0.0,0.0,0.0,0.0,First_Wave
2020-12-10,AF,Afghanistan,EMR,174,48540,13,1921,2020,12,3,50,3.9575608,0.0,0.0,0.0,0.0,First_Wave
2020-12-12,AF,Afghanistan,EMR,73,48826,10,1949,2020,12,5,50,3.9917257,0.0008378717,0.0,57.57143,0.5714286,First_Wave
2020-12-22,AF,Afghanistan,EMR,210,50888,15,2089,2020,12,1,52,4.1050935,0.0,0.0,0.0,0.0,First_Wave
2021-01-18,AF,Afghanistan,EMR,78,54062,4,2343,2021,1,0,3,4.333913,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-01-24,AF,Afghanistan,EMR,36,54595,5,2378,2021,1,6,3,4.35571,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-01-25,AF,Afghanistan,EMR,77,54672,7,2385,2021,1,0,4,4.362379,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-02-26,AF,Afghanistan,EMR,16,55696,4,2442,2021,2,4,8,4.384516,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-03-29,AF,Afghanistan,EMR,28,56322,2,2472,2021,3,0,13,4.3890486,0.00085191324,0.002038819,515.8571,3.4285715,Vaccination_Phase
2021-05-23,AF,Afghanistan,EMR,242,65728,10,2802,2021,5,6,20,4.2630234,4.5614033,0.0,2.0,0.0,Vaccination_Phase
2021-06-21,AF,Afghanistan,EMR,1996,103902,93,4215,2021,6,0,25,4.0567074,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-06-26,AF,Afghanistan,EMR,1532,113124,75,4594,2021,6,5,25,4.0610304,16.271032,10.521739,1168.1428,28.714285,Vaccination_Phase
2021-07-02,AF,Afghanistan,EMR,1940,122156,86,5048,2021,7,4,26,4.132421,0.00031084503,0.00018740665,95.71429,1.0,Vaccination_Phase
2021-07-05,AF,Afghanistan,EMR,1189,125937,84,5283,2021,7,0,27,4.1949544,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-08-16,AF,Afghanistan,EMR,109,152142,4,7025,2021,8,0,33,4.617397,0.0,18.181818,0.0,0.0,Vaccination_Phase
2021-08-25,AF,Afghanistan,EMR,62,152722,7,7090,2021,8,2,34,4.642422,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-09-03,AF,Afghanistan,EMR,69,153375,0,7127,2021,9,4,35,4.646781,1.3320123e-05,0.0,1.0,0.0,Vaccination_Phase
2021-09-14,AF,Afghanistan,EMR,86,154180,2,7171,2021,9,1,37,4.6510572,0.083175585,0.0,1.1428572,0.0,Vaccination_Phase
2021-09-24,AF,Afghanistan,EMR,38,154838,0,7199,2021,9,4,38,4.6493754,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-10-08,AF,Afghanistan,EMR,47,155307,1,7221,2021,10,4,40,4.649501,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-10-20,AF,Afghanistan,EMR,25,155679,1,7247,2021,10,2,42,4.655092,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-10-27,AF,Afghanistan,EMR,31,155949,2,7262,2021,10,2,43,4.6566505,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-10-30,AF,Afghanistan,EMR,30,156074,1,7269,2021,10,5,43,4.6574063,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-11-18,AF,Afghanistan,EMR,90,156739,2,7297,2021,11,3,46,4.65551,0.20733936,0.05828413,17685.857,42.857143,Vaccination_Phase
2021-11-26,AF,Afghanistan,EMR,112,157144,1,7307,2021,11,4,47,4.649875,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-12-19,AF,Afghanistan,EMR,11,157745,1,7333,2021,12,6,50,4.6486416,0.0,0.0,0.0,0.0,Vaccination_Phase
2022-01-03,AF,Afghanistan,EMR,44,158156,5,7361,2022,1,0,1,4.6542654,0.5873195,0.9259132,116392.86,697.1429,Endemic_Phase
2022-01-05,AF,Afghanistan,EMR,36,158207,2,7366,2022,1,2,1,4.6559253,0.0,0.0,0.0,0.0,Endemic_Phase
2022-01-09,AF,Afghanistan,EMR,40,158345,1,7369,2022,1,6,1,4.6537623,0.0,0.0,0.0,0.0,Endemic_Phase
2022-01-19,AF,Afghanistan,EMR,148,158974,2,7383,2022,1,2,3,4.6441555,2.2678049,3.7267082,7.714286,0.2857143,Endemic_Phase
2022-01-27,AF,Afghanistan,EMR,456,160708,4,7401,2022,1,3,4,4.605247,0.54755807,0.0,4.142857,0.42857143,Endemic_Phase
2022-02-10,AF,Afghanistan,EMR,811,168550,11,7465,2022,2,3,6,4.4289527,0.00034447206,0.0005639925,51.285713,0.14285715,Endemic_Phase
2022-02-16,AF,Afghanistan,EMR,346,171422,3,7504,2022,2,2,7,4.377501,0.0,0.0,0.0,0.0,Endemic_Phase
2022-02-24,AF,Afghanistan,EMR,23,172924,1,7575,2022,2,3,8,4.380537,0.0,0.0,0.0,0.0,Endemic_Phase
2022-03-14,AF,Afghanistan,EMR,139,176201,1,7643,2022,3,0,11,4.33766,0.0,0.0,0.0,0.0,Endemic_Phase
2022-03-17,AF,Afghanistan,EMR,0,176571,0,7646,2022,3,3,11,4.3302693,0.0,0.0,0.0,0.0,Endemic_Phase
2022-03-19,AF,Afghanistan,EMR,91,177009,0,7651,2022,3,5,11,4.322379,0.0,0.0,0.0,0.0,Endemic_Phase
2022-03-22,AF,Afghanistan,EMR,75,177191,0,7654,2022,3,1,12,4.3196325,4.4400404e-06,0.0,1.2857143,0.0,Endemic_Phase
2022-04-03,AF,Afghanistan,EMR,34,177805,0,7671,2022,4,6,13,4.3142767,0.0,0.0,0.0,0.0,Endemic_Phase
2022-05-14,AF,Afghanistan,EMR,51,179220,1,7687,2022,5,5,19,4.2891417,0.0,0.0,0.0,0.0,Endemic_Phase
2022-05-17,AF,Afghanistan,EMR,54,179321,1,7691,2022,5,1,20,4.2889566,0.0,0.0,0.0,0.0,Endemic_Phase
2022-05-21,AF,Afghanistan,EMR,72,179669,2,7697,2022,5,5,20,4.283989,0.0,0.0,0.0,0.0,Endemic_Phase
2022-06-04,AF,Afghanistan,EMR,64,180584,0,7708,2022,6,5,22,4.2683735,0.0,0.0,0.0,0.0,Endemic_Phase
2022-06-13,AF,Afghanistan,EMR,87,181120,1,7710,2022,6,0,24,4.2568464,0.0,0.0,0.0,0.0,Endemic_Phase
2022-07-22,AF,Afghanistan,EMR,155,184224,1,7738,2022,7,4,29,4.200321,0.0,0.0,0.0,0.0,Endemic_Phase
2022-08-10,AF,Afghanistan,EMR,281,187966,0,7753,2022,8,2,32,4.124682,41.162586,0.0,0.0,0.0,Endemic_Phase
2022-08-18,AF,Afghanistan,EMR,233,189710,0,7759,2022,8,3,33,4.0899267,0.0,0.0,0.0,0.0,Endemic_Phase
2022-08-26,AF,Afghanistan,EMR,346,191931,2,7771,2022,8,4,34,4.048851,0.0,0.0,0.0,0.0,Endemic_Phase
2022-09-13,AF,Afghanistan,EMR,170,196182,2,7789,2022,9,1,37,3.9702928,0.0,0.0,0.0,0.0,Endemic_Phase
2022-10-18,AF,Afghanistan,EMR,149,201385,0,7811,2022,10,1,42,3.8786404,2.9130368,1.7899761,16.428572,0.2857143,Endemic_Phase
2022-11-22,AF,Afghanistan,EMR,193,205260,1,7832,2022,11,1,47,3.8156486,0.0,0.0,0.0,0.0,Endemic_Phase
2022-11-24,AF,Afghanistan,EMR,23,205391,0,7833,2022,11,3,47,3.8137016,0.0,0.0,0.0,0.0,Endemic_Phase
2022-11-25,AF,Afghanistan,EMR,115,205506,0,7833,2022,11,4,47,3.8115675,0.0,0.0,0.0,0.0,Endemic_Phase
2022-11-30,AF,Afghanistan,EMR,50,205830,0,7833,2022,11,2,48,3.8055677,0.0,0.0,0.0,0.0,Endemic_Phase
2022-12-01,AF,Afghanistan,EMR,127,205957,0,7833,2022,12,3,48,3.803221,0.0,0.0,0.0,0.0,Endemic_Phase
2022-12-11,AF,Afghanistan,EMR,36,206545,0,7839,2022,12,6,49,3.7952988,0.0,0.0,0.0,0.0,Endemic_Phase
2023-02-03,AF,Afghanistan,EMR,121,208669,0,7872,2023,2,4,5,3.7724817,0.1103144,0.0,0.5,0.0,Endemic_Phase
2023-02-08,AF,Afghanistan,EMR,50,208771,3,7877,2023,2,2,6,3.7730336,0.0,0.0,31.571428,0.5714286,Endemic_Phase
2023-02-17,AF,Afghanistan,EMR,13,209072,0,7877,2023,2,4,7,3.7676015,0.0,0.0,0.0,0.0,Endemic_Phase
2023-03-05,AF,Afghanistan,EMR,3,209369,0,7879,2023,3,6,9,3.7632122,0.0,0.0,0.0,0.0,Endemic_Phase
2023-03-09,AF,Afghanistan,EMR,17,209459,0,7879,2023,3,3,10,3.7615952,0.00090167427,0.0007498135,189.14285,2.7142856,Endemic_Phase
2023-03-27,AF,Afghanistan,EMR,47,210127,0,7882,2023,3,0,13,3.7510648,18.28072,27.22969,957.7143,19.142857,Endemic_Phase
2023-04-04,AF,Afghanistan,EMR,131,210864,0,7883,2023,4,1,14,3.7384286,31.83948,28.04878,1971.5714,70.28571,Endemic_Phase
2023-04-21,AF,Afghanistan,EMR,189,213853,1,7887,2023,4,4,16,3.6880474,0.26957598,0.24529845,111.28571,1.4285715,Endemic_Phase
2023-04-24,AF,Afghanistan,EMR,5,214075,0,7887,2023,4,0,17,3.684223,100.2521,224.67532,103.333336,12.0,Endemic_Phase
2023-06-07,AF,Afghanistan,EMR,106,222274,0,7919,2023,6,2,23,3.5627198,0.5996904,0.2774695,65.0,2.142857,Endemic_Phase
2023-06-24,AF,Afghanistan,EMR,23,223156,0,7926,2023,6,5,25,3.5517755,1.2620592,0.8614814,15575.857,114.85714,Endemic_Phase
2023-06-28,AF,Afghanistan,EMR,27,223272,0,7928,2023,6,2,26,3.5508258,0.0,0.0,0.0,0.0,Endemic_Phase
2023-07-04,AF,Afghanistan,EMR,8,223362,0,7928,2023,7,1,27,3.549395,0.0,0.0,0.0,0.0,Endemic_Phase
2023-08-08,AF,Afghanistan,EMR,62,224501,0,7938,2023,8,1,32,3.5358417,0.0,0.0,0.0,0.0,Endemic_Phase
2023-09-11,AF,Afghanistan,EMR,16,225608,0,7946,2023,9,0,37,3.5220382,74.09471,0.0,21.285715,0.0,Endemic_Phase
2023-09-13,AF,Afghanistan,EMR,19,225680,0,7946,2023,9,2,37,3.5209146,0.0,100.0,31.285715,0.14285715,Endemic_Phase
2023-09-18,AF,Afghanistan,EMR,16,225808,0,7946,2023,9,0,38,3.5189188,0.0,0.0,0.0,0.0,Endemic_Phase
2023-09-23,AF,Afghanistan,EMR,29,225997,0,7947,2023,9,5,38,3.5164185,0.09255867,0.0,35.714287,0.0,Endemic_Phase
2023-10-09,AF,Afghanistan,EMR,55,226611,0,7951,2023,10,0,41,3.5086558,0.0,0.0,0.0,0.0,Endemic_Phase
2023-10-14,AF,Afghanistan,EMR,43,226859,0,7951,2023,10,5,41,3.50482,0.0,0.0,0.0,0.0,Endemic_Phase
2023-11-23,AF,Afghanistan,EMR,62,228885,0,7962,2023,11,3,47,3.478603,0.0,0.0,0.0,0.0,Endemic_Phase
2023-12-03,AF,Afghanistan,EMR,0,229263,0,7965,2023,12,6,48,3.474176,0.0,0.0,0.0,0.0,Endemic_Phase
2023-12-15,AF,Afghanistan,EMR,0,229703,0,7965,2023,12,4,50,3.4675212,0.00026643035,0.00018739997,63.42857,1.0,Endemic_Phase
2024-01-11,AF,Afghanistan,EMR,0,230855,0,7975,2024,1,3,2,3.4545493,0.5771453,0.38638288,55957.0,643.2857,Endemic_Phase
2024-02-10,AF,Afghanistan,EMR,0,231756,0,7982,2024,2,5,6,3.4441395,0.0,0.0,0.0,0.0,Endemic_Phase
2024-02-12,AF,Afghanistan,EMR,240,231996,1,7983,2024,2,0,7,3.4410076,0.0,0.0,0.0,0.0,Endemic_Phase
2024-02-18,AF,Afghanistan,EMR,0,231996,0,7983,2024,2,6,7,3.4410076,0.0,0.0,640.7143,4.857143,Endemic_Phase
2024-03-01,AF,Afghanistan,EMR,0,232499,0,7988,2024,3,4,9,3.4357138,0.0,0.0,0.0,0.0,Endemic_Phase
2024-03-06,AF,Afghanistan,EMR,0,232662,0,7991,2024,3,2,10,3.434596,0.0,0.0,0.0,0.0,Endemic_Phase
2024-03-10,AF,Afghanistan,EMR,0,232662,0,7991,2024,3,6,10,3.434596,0.0,0.0,0.0,0.0,Endemic_Phase
2024-03-12,AF,Afghanistan,EMR,0,232921,0,7991,2024,3,1,11,3.430777,0.0,0.0,0.5714286,0.0,Endemic_Phase
2024-03-18,AF,Afghanistan,EMR,197,233118,2,7993,2024,3,0,12,3.4287357,0.0,0.0,0.0,0.0,Endemic_Phase
2024-03-26,AF,Afghanistan,EMR,0,233340,0,7996,2024,3,1,13,3.4267592,0.0,0.0,0.0,0.0,Endemic_Phase
2024-03-28,AF,Afghanistan,EMR,0,233340,0,7996,2024,3,3,13,3.4267592,0.0,0.0,0.0,0.0,Endemic_Phase
2024-04-14,AF,Afghanistan,EMR,0,234078,0,7996,2024,4,6,15,3.4159553,0.0,0.0,0.0,0.0,Endemic_Phase
2024-05-06,AF,Afghanistan,EMR,0,235214,0,7998,2024,5,0,19,3.400308,0.0,0.0,0.0,0.0,Endemic_Phase
2024-05-24,AF,Afghanistan,EMR,0,235214,0,7998,2024,5,4,21,3.400308,0.0,0.0,0.0,0.0,Endemic_Phase
2024-06-04,AF,Afghanistan,EMR,0,235214,0,7998,2024,6,1,23,3.400308,0.018473785,0.059499122,5503.0,170.0,Endemic_Phase
2024-06-22,AF,Afghanistan,EMR,0,235214,0,7998,2024,6,5,25,3.400308,0.0,0.0,0.0,0.0,Endemic_Phase
2024-08-16,AF,Afghanistan,EMR,0,235214,0,7998,2024,8,4,33,3.400308,0.0,0.0,0.0,0.0,Endemic_Phase
2024-08-26,AF,Afghanistan,EMR,0,235214,0,7998,2024,8,0,35,3.400308,0.0,0.0,0.0,0.0,Endemic_Phase
2024-09-13,AF,Afghanistan,EMR,0,235214,0,7998,2024,9,4,37,3.400308,0.0,0.0,0.0,0.0,Endemic_Phase
2024-10-08,AF,Afghanistan,EMR,0,235214,0,7998,2024,10,1,41,3.400308,0.0,0.0,0.0,0.0,Endemic_Phase
2024-10-11,AF,Afghanistan,EMR,0,235214,0,7998,2024,10,4,41,3.400308,0.0,0.0,0.0,0.0,Endemic_Phase
2024-11-24,AF,Afghanistan,EMR,0,235214,0,7998,2024,11,6,47,3.400308,inf,0.0,2.0,0.0,Endemic_Phase
2024-12-06,AF,Afghanistan,EMR,0,235214,0,7998,2024,12,4,49,3.400308,0.06662,0.04268587,767.8571,9.142858,Endemic_Phase
2024-12-11,AF,Afghanistan,EMR,0,235214,0,7998,2024,12,2,50,3.400308,0.0,0.0,0.0,0.0,Endemic_Phase
2024-12-18,AF,Afghanistan,EMR,0,235214,0,7998,2024,12,2,51,3.400308,0.6521842,0.54865044,34569.43,334.85715,Endemic_Phase
2024-12-28,AF,Afghanistan,EMR,0,235214,0,7998,2024,12,5,52,3.400308,0.0,0.0,0.0,0.0,Endemic_Phase
2025-01-22,AF,Afghanistan,EMR,0,235214,0,7998,2025,1,2,4,3.400308,0.30066332,0.29187843,31611.143,307.85715,Endemic_Phase
2025-01-24,AF,Afghanistan,EMR,0,235214,0,7998,2025,1,4,4,3.400308,0.49279714,0.37725496,38900.57,476.14285,Endemic_Phase
2025-02-24,AF,Afghanistan,EMR,0,235214,0,7998,2025,2,0,9,3.400308,2.0160885,1.152542,157031.58,954.1429,Endemic_Phase
2025-03-03,AF,Afghanistan,EMR,0,235214,0,7998,2025,3,0,10,3.400308,0.0,0.0,0.0,0.0,Endemic_Phase
2025-03-08,AF,Afghanistan,EMR,0,235214,0,7998,2025,3,5,10,3.400308,0.0,0.0,0.0,0.0,Endemic_Phase
2025-03-15,AF,Afghanistan,EMR,0,235214,0,7998,2025,3,5,11,3.400308,0.0010978457,0.018235482,61.42857,0.85714287,Endemic_Phase
2025-03-30,AF,Afghanistan,EMR,0,235214,0,7998,2025,3,6,13,3.400308,0.0,0.0,0.0,0.0,Endemic_Phase
2025-04-12,AF,Afghanistan,EMR,0,235214,0,7998,2025,4,5,15,3.400308,22.629614,15.663865,551.7143,11.571428,Endemic_Phase
2025-05-16,AF,Afghanistan,EMR,0,235214,0,7998,2025,5,4,20,3.400308,0.08337704,0.0,10.714286,0.0,Endemic_Phase
2025-07-10,AF,Afghanistan,EMR,0,235214,0,7998,2025,7,3,28,3.400308,252.03362,153.65854,1410.5714,0.0,Endemic_Phase
2020-03-21,AL,Albania,EUR,5,64,0,2,2020,3,5,12,3.125,0.0,0.0,0.0,0.0,Early_Phase
2020-04-13,AL,Albania,EUR,17,433,0,23,2020,4,0,16,5.311778,0.23214762,0.0,204.0,0.71428573,Early_Phase
2020-06-11,AL,Albania,EUR,36,1299,0,34,2020,6,3,24,2.617398,0.08711886,0.0,1.2857143,0.0,First_Wave
2020-07-28,AL,Albania,EUR,126,4763,4,138,2020,7,1,31,2.8973336,0.0,0.0,2.142857,0.0,First_Wave
2020-07-29,AL,Albania,EUR,117,4880,6,144,2020,7,2,31,2.9508197,0.0,0.0,0.0,0.0,First_Wave
2020-08-25,AL,Albania,EUR,152,8427,5,250,2020,8,1,35,2.9666548,0.012093624,0.0,26.142857,0.2857143,First_Wave
2020-09-03,AL,Albania,EUR,93,9606,6,290,2020,9,3,36,3.0189464,17.955137,34.267242,887.0,6.0,First_Wave
2020-09-24,AL,Albania,EUR,131,12666,3,367,2020,9,3,39,2.897521,0.0,0.0,0.0,0.0,First_Wave
2020-10-17,AL,Albania,EUR,257,16212,5,439,2020,10,5,42,2.7078707,3391200.0,inf,1350.0,270.66666,First_Wave
2020-10-21,AL,Albania,EUR,295,17350,3,454,2020,10,2,43,2.6167147,0.0,0.0,0.0,0.0,First_Wave
2021-01-17,AL,Albania,EUR,641,66635,4,1265,2021,1,6,2,1.8984017,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-03-23,AL,Albania,EUR,659,121200,4,2137,2021,3,1,12,1.7632014,0.020099217,0.0,0.42857143,0.0,Vaccination_Phase
2021-04-20,AL,Albania,EUR,138,129594,2,2342,2021,4,1,16,1.8071824,1.9604659,1.248109,13.857142,0.71428573,Vaccination_Phase
2021-04-21,AL,Albania,EUR,100,129694,5,2347,2021,4,2,16,1.8096442,703.6585,500.0,8.166667,0.5,Vaccination_Phase
2021-04-26,AL,Albania,EUR,139,130409,5,2372,2021,4,0,17,1.8188928,0.034700375,0.09868827,543.7143,13.428572,Vaccination_Phase
2021-05-02,AL,Albania,EUR,108,131085,5,2394,2021,5,6,17,1.826296,57.390457,22.427885,1380.0,15.571428,Vaccination_Phase
2021-06-09,AL,Albania,EUR,5,132384,1,2452,2021,6,2,23,1.8521876,4.2312717,3.599882,734.4286,7.857143,Vaccination_Phase
2021-08-19,AL,Albania,EUR,451,136598,2,2468,2021,8,3,33,1.8067615,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-10-16,AL,Albania,EUR,495,176667,9,2797,2021,10,5,41,1.5832045,0.10823503,0.83176225,780.2857,3.5714285,Vaccination_Phase
2021-11-19,AL,Albania,EUR,616,194472,10,3014,2021,11,4,46,1.5498375,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-12-12,AL,Albania,EUR,352,203215,2,3130,2021,12,6,49,1.5402406,0.26982036,0.18809849,3139.1428,5.0,Vaccination_Phase
2022-01-19,AL,Albania,EUR,1017,233654,2,3271,2022,1,2,3,1.3999332,0.121848255,0.16260947,555.1429,12.0,Endemic_Phase
2022-02-22,AL,Albania,EUR,206,270370,7,3445,2022,2,1,8,1.2741798,0.0,0.0,0.0,0.0,Endemic_Phase
2022-03-31,AL,Albania,EUR,70,273529,0,3492,2022,3,3,13,1.2766471,0.03829217,0.0,4.857143,0.0,Endemic_Phase
2022-07-05,AL,Albania,EUR,671,282141,0,3501,2022,7,1,27,1.2408689,0.0,0.0,0.0,0.0,Endemic_Phase
2022-07-07,AL,Albania,EUR,147,282837,2,3504,2022,7,3,27,1.2388761,0.0,0.0,0.0,0.0,Endemic_Phase
2022-08-02,AL,Albania,EUR,1019,311381,2,3543,2022,8,1,31,1.1378343,0.014507089,0.028169014,252.28572,1.8571428,Endemic_Phase
2022-12-19,AL,Albania,EUR,15,332553,0,3594,2022,12,0,51,1.08073,0.0045138574,0.0,0.0,0.0,Endemic_Phase
2022-12-24,AL,Albania,EUR,23,332652,1,3596,2022,12,5,51,1.0810096,0.0,0.0,178.28572,0.0,Endemic_Phase
2023-01-07,AL,Albania,EUR,37,332878,0,3596,2023,1,5,1,1.0802757,9.771811,0.9564293,5560.2856,21.285715,Endemic_Phase
2023-02-02,AL,Albania,EUR,10,333243,0,3596,2023,2,3,5,1.0790924,0.12064889,0.12185215,35.857143,0.5714286,Endemic_Phase
2023-03-08,AL,Albania,EUR,11,333592,0,3599,2023,3,2,10,1.0788628,0.0,0.0,0.0,0.0,Endemic_Phase
2023-03-26,AL,Albania,EUR,22,333799,0,3601,2023,3,6,12,1.0787929,0.0,0.0,44.142857,0.0,Endemic_Phase
2023-05-19,AL,Albania,EUR,0,334090,0,3604,2023,5,4,20,1.0787512,0.36931548,0.0,190.14285,0.0,Endemic_Phase
2023-06-27,AL,Albania,EUR,0,334090,0,3604,2023,6,1,26,1.0787512,0.10028988,0.0,6.857143,0.0,Endemic_Phase
2023-07-22,AL,Albania,EUR,0,334090,0,3604,2023,7,5,29,1.0787512,0.4878783,0.015839702,1329.1428,2.0,Endemic_Phase
2023-08-16,AL,Albania,EUR,0,334090,0,3604,2023,8,2,33,1.0787512,7.3746176,0.73265785,10161.714,32.0,Endemic_Phase
2023-09-01,AL,Albania,EUR,0,334090,0,3604,2023,9,4,35,1.0787512,0.0,0.0,0.0,0.0,Endemic_Phase
2023-09-05,AL,Albania,EUR,0,334090,0,3604,2023,9,1,36,1.0787512,0.77182764,0.6432937,592.2857,1.2857143,Endemic_Phase
2023-10-04,AL,Albania,EUR,0,334090,0,3604,2023,10,2,40,1.0787512,1.183432,0.0,4.428571,0.0,Endemic_Phase
2023-10-18,AL,Albania,EUR,0,334090,0,3604,2023,10,2,42,1.0787512,0.0,0.0,0.0,0.0,Endemic_Phase
2023-10-29,AL,Albania,EUR,0,334090,0,3604,2023,10,6,43,1.0787512,0.0,0.0,0.0,0.0,Endemic_Phase
2023-11-01,AL,Albania,EUR,0,334196,0,3604,2023,11,2,44,1.0784091,218.66667,66.666664,6.428571,0.0,Endemic_Phase
2023-12-14,AL,Albania,EUR,0,334555,0,3604,2023,12,3,50,1.0772519,0.0,0.0,0.0,0.0,Endemic_Phase
2024-02-05,AL,Albania,EUR,27,334923,0,3605,2024,2,0,6,1.0763668,0.0,0.0,0.0,0.0,Endemic_Phase
2024-03-14,AL,Albania,EUR,0,335023,0,3605,2024,3,3,11,1.0760455,0.0,0.0,0.0,0.0,Endemic_Phase
2024-03-26,AL,Albania,EUR,0,335028,0,3605,2024,3,1,13,1.0760294,0.015733603,0.0,16.142857,0.0,Endemic_Phase
2024-05-07,AL,Albania,EUR,0,335050,0,3605,2024,5,1,19,1.0759588,6.929323,0.8687875,39949.715,32.42857,Endemic_Phase
2024-06-22,AL,Albania,EUR,0,335160,0,3605,2024,6,5,25,1.0756056,0.0,0.0,0.0,0.0,Endemic_Phase
2024-11-24,AL,Albania,EUR,0,337196,0,3608,2024,11,6,47,1.0700009,0.3692785,0.078125,258.14285,0.14285715,Endemic_Phase
2024-12-01,AL,Albania,EUR,0,337196,0,3608,2024,12,6,48,1.0700009,10.935699,5.8978643,2599.4285,17.714285,Endemic_Phase
2024-12-31,AL,Albania,EUR,0,337196,0,3608,2024,12,1,1,1.0700009,0.0,0.0,0.0,0.0,Endemic_Phase
2025-01-22,AL,Albania,EUR,0,337196,0,3608,2025,1,2,4,1.0700009,0.21154657,0.83158404,803.7143,3.142857,Endemic_Phase
2025-04-22,AL,Albania,EUR,0,337196,0,3608,2025,4,1,17,1.0700009,0.0,0.0,0.0,0.0,Endemic_Phase
2025-06-17,AL,Albania,EUR,0,337197,0,3608,2025,6,1,25,1.0699977,0.0,0.0,0.0,0.0,Endemic_Phase
2025-06-21,AL,Albania,EUR,0,337197,0,3608,2025,6,5,25,1.0699977,1.6483424,1.1730205,690.8571,1.7142857,Endemic_Phase
2020-01-22,DZ,Algeria,AFR,0,0,0,0,2020,1,2,4,0.0,8.279796,8.039493,157.42857,2.857143,Early_Phase
