Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,Year,Month,Day_of_week,Week_of_year,Case_Fatality_Rate,Cases_Growth_Rate,Deaths_Growth_Rate,New_cases_7day_avg,New_deaths_7day_avg,Pandemic_Phase
2023-07-06,IT,Italy,EUR,610,25900954,2,190902,2023,7,3,27,0.7370462,0.0,0.0,0.0,0.0,Endemic_Phase
2023-10-14,IT,Italy,EUR,5148,26179768,36,192075,2023,10,5,41,0.73367727,0.0,0.0,0.0,0.0,Endemic_Phase
2023-11-06,IT,Italy,EUR,31250,26299089,195,192805,2023,11,0,45,0.73312426,0.0,0.0,0.0,0.0,Endemic_Phase
2023-11-14,IT,Italy,EUR,0,26341565,0,193051,2023,11,1,46,0.73287594,0.029088456,0.027834477,133.57143,1.1428572,Endemic_Phase
2023-11-24,IT,Italy,EUR,0,26391281,0,193307,2023,11,4,47,0.7324654,0.0,0.0,0.0,0.0,Endemic_Phase
2023-12-25,IT,Italy,EUR,35547,26662401,332,195047,2023,12,0,52,0.73154324,0.0,0.0,0.0,0.0,Endemic_Phase
2024-01-01,IT,Italy,EUR,21704,26684105,327,195374,2024,1,0,1,0.7321737,0.0,0.0,0.0,0.0,Endemic_Phase
2024-05-20,IT,Italy,EUR,951,26725302,8,196322,2024,5,0,21,0.73459226,0.7957076,0.0,379.0,0.2857143,Endemic_Phase
2024-05-28,IT,Italy,EUR,0,26726570,0,196333,2024,5,1,22,0.7345986,0.0,0.0,0.0,0.0,Endemic_Phase
2024-08-19,IT,Italy,EUR,14900,26839967,121,196974,2024,8,0,34,0.73388314,0.0,0.0,0.0,0.0,Endemic_Phase
2024-09-28,IT,Italy,EUR,0,26895674,0,197357,2024,9,5,39,0.7337872,0.0,0.0,0.0,0.0,Endemic_Phase
2024-12-06,IT,Italy,EUR,0,26952497,0,198131,2024,12,4,49,0.73511183,0.0,0.0,0.0,0.0,Endemic_Phase
2024-12-28,IT,Italy,EUR,0,26957888,0,198238,2024,12,5,52,0.73536175,0.0,0.0,0.0,0.0,Endemic_Phase
2025-01-17,IT,Italy,EUR,0,26962302,0,198347,2025,1,4,3,0.73564565,0.0,0.0,4.428571,0.0,Endemic_Phase
2025-02-15,IT,Italy,EUR,0,26965298,0,198425,2025,2,5,7,0.7358532,0.0,0.0,0.0,0.0,Endemic_Phase
2025-04-03,IT,Italy,EUR,0,26968022,0,198518,2025,4,3,14,0.7361237,0.0,0.0,0.0,0.0,Endemic_Phase
2025-06-23,IT,Italy,EUR,0,26968605,0,198523,2025,6,0,26,0.7361263,7.7698545,8.320251,36.857143,0.0,Endemic_Phase
2020-01-09,JM,Jamaica,AMR,0,0,0,0,2020,1,3,2,0.0,0.0,0.0,0.0,0.0,Early_Phase
2020-03-19,JM,Jamaica,AMR,2,13,0,0,2020,3,3,12,0.0,0.05839462,0.196915,174.85715,4.857143,Early_Phase
2020-04-19,JM,Jamaica,AMR,20,163,0,5,2020,4,6,16,3.0674846,0.00015349491,0.0,0.0,0.0,Early_Phase
2020-04-25,JM,Jamaica,AMR,14,257,1,7,2020,4,5,17,2.7237353,0.18572082,0.18271486,4879.143,133.14285,Early_Phase
2020-06-15,JM,Jamaica,AMR,1,615,0,10,2020,6,0,25,1.6260163,0.0,0.0,0.0,0.0,First_Wave
2020-07-06,JM,Jamaica,AMR,7,728,0,10,2020,7,0,28,1.3736264,5.904735,3.6653504,900.0,22.857143,First_Wave
2020-07-11,JM,Jamaica,AMR,2,753,0,10,2020,7,5,28,1.3280213,0.0,0.0,0.0,0.0,First_Wave
2020-08-22,JM,Jamaica,AMR,98,1290,1,15,2020,8,5,34,1.1627907,20.45105,6.610041,31845.0,51.42857,First_Wave
2020-10-02,JM,Jamaica,AMR,73,6555,4,111,2020,10,4,40,1.6933638,0.0,0.0,0.0,0.0,First_Wave
2020-11-28,JM,Jamaica,AMR,59,10600,2,250,2020,11,5,48,2.3584905,0.0015958222,0.0,0.0,0.0,First_Wave
2020-12-01,JM,Jamaica,AMR,54,10763,1,257,2020,12,1,49,2.38781,0.0851819,0.0,18.857143,0.85714287,First_Wave
2020-12-08,JM,Jamaica,AMR,64,11184,0,265,2020,12,1,50,2.3694563,60.042984,36.363636,0.0,0.14285715,First_Wave
2021-03-19,JM,Jamaica,AMR,638,33366,4,511,2021,3,4,11,1.5314991,6.6997046,1.179941,511.7143,1.4285715,Vaccination_Phase
2021-04-06,JM,Jamaica,AMR,350,41013,3,618,2021,4,1,14,1.5068393,0.55745506,0.25652772,301.7143,2.0,Vaccination_Phase
2021-05-01,JM,Jamaica,AMR,164,45578,8,778,2021,5,5,17,1.7069639,0.5789751,0.78125,158.42857,1.2857143,Vaccination_Phase
2021-06-11,JM,Jamaica,AMR,0,49090,0,988,2021,6,4,23,2.0126297,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-06-29,JM,Jamaica,AMR,49,50054,0,1061,2021,6,1,26,2.1197107,12.368815,1.1940298,471.85715,1.2857143,Vaccination_Phase
2021-07-21,JM,Jamaica,AMR,62,51282,1,1158,2021,7,2,29,2.2581022,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-10-04,JM,Jamaica,AMR,284,84701,25,1909,2021,10,0,40,2.2538104,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-10-28,JM,Jamaica,AMR,50,88530,8,2192,2021,10,3,43,2.4759967,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-11-09,JM,Jamaica,AMR,65,89746,12,2287,2021,11,1,45,2.548303,1.4038501,4.118818,396.7143,9.714286,Vaccination_Phase
2022-01-20,JM,Jamaica,AMR,1098,116084,4,2555,2022,1,3,3,2.2009923,24.502432,241.66667,16.857143,0.0,Endemic_Phase
2022-03-24,JM,Jamaica,AMR,0,128582,0,2869,2022,3,3,12,2.231261,0.0038160172,0.0,0.0,0.0,Endemic_Phase
2022-05-12,JM,Jamaica,AMR,110,131544,5,2987,2022,5,3,19,2.270723,13.106397,6.976744,241.0,3.3333333,Endemic_Phase
2022-07-07,JM,Jamaica,AMR,236,143476,7,3147,2022,7,3,27,2.1933982,0.12727201,0.0,3.857143,0.0,Endemic_Phase
2022-08-01,JM,Jamaica,AMR,131,146372,1,3194,2022,8,0,31,2.1821113,191.07143,0.0,7.142857,0.0,Endemic_Phase
2022-10-30,JM,Jamaica,AMR,0,152381,0,3351,2022,10,6,43,2.199093,4.120793,1.4705882,245.57143,3.0,Endemic_Phase
2022-11-19,JM,Jamaica,AMR,0,152517,0,3399,2022,11,5,46,2.228604,0.16912842,0.0,50.42857,0.0,Endemic_Phase
2022-11-26,JM,Jamaica,AMR,0,152569,0,3421,2022,11,5,47,2.2422643,0.41459194,0.49019608,109.0,0.0,Endemic_Phase
2022-12-19,JM,Jamaica,AMR,0,152669,0,3447,2022,12,0,51,2.2578259,0.0,0.0,0.0,0.0,Endemic_Phase
2022-12-21,JM,Jamaica,AMR,89,152758,14,3461,2022,12,2,51,2.265675,58.121155,49.00794,668.7143,8.571428,Endemic_Phase
2023-04-12,JM,Jamaica,AMR,0,154602,0,3529,2023,4,2,15,2.2826355,0.0,0.0,0.0,0.0,Endemic_Phase
2023-06-19,JM,Jamaica,AMR,0,155188,0,3549,2023,6,0,25,2.2869036,0.22450148,1.7301039,4.0,0.0,Endemic_Phase
2023-07-26,JM,Jamaica,AMR,0,155962,0,3574,2023,7,2,30,2.2915838,1.865039,3.4482758,33.42857,1.0,Endemic_Phase
2023-08-22,JM,Jamaica,AMR,45,156242,3,3586,2023,8,1,34,2.2951574,124.49324,172.72728,16.142857,0.14285715,Endemic_Phase
2023-11-21,JM,Jamaica,AMR,8,156611,0,3597,2023,11,1,47,2.2967734,0.0,0.0,1.8571428,0.0,Endemic_Phase
2023-12-12,JM,Jamaica,AMR,11,156633,2,3599,2023,12,1,50,2.2977278,1.701429,1.0741644,4530.143,11.571428,Endemic_Phase
2024-01-01,JM,Jamaica,AMR,0,156646,0,3599,2024,1,0,1,2.297537,0.86177576,0.40733197,0.0,0.0,Endemic_Phase
2024-02-11,JM,Jamaica,AMR,0,156757,0,3600,2024,2,6,6,2.2965481,0.0,0.0,0.0,0.0,Endemic_Phase
2024-03-15,JM,Jamaica,AMR,0,156799,0,3601,2024,3,4,11,2.2965708,0.006476684,0.0,0.0,0.0,Endemic_Phase
2024-04-24,JM,Jamaica,AMR,0,156821,0,3602,2024,4,2,17,2.2968862,44.998478,34.664948,543.1667,18.5,Endemic_Phase
2024-05-09,JM,Jamaica,AMR,0,156830,0,3602,2024,5,3,19,2.2967544,0.0,0.0,0.0,0.0,Endemic_Phase
2024-05-23,JM,Jamaica,AMR,0,156846,0,3602,2024,5,3,21,2.2965202,0.0067854114,0.0,0.0,0.0,Endemic_Phase
2024-06-05,JM,Jamaica,AMR,0,156875,0,3604,2024,6,2,23,2.2973704,0.0,0.0,0.0,0.0,Endemic_Phase
2024-06-21,JM,Jamaica,AMR,0,156977,0,3604,2024,6,4,25,2.2958777,0.0,0.0,0.0,0.0,Endemic_Phase
2024-08-30,JM,Jamaica,AMR,0,157275,0,3620,2024,8,4,35,2.3017008,0.9105163,-4.480253,2256.1428,13.571428,Endemic_Phase
2024-11-04,JM,Jamaica,AMR,0,157331,0,3621,2024,11,0,45,2.3015172,0.017040605,0.0047775265,0.0,0.0,Endemic_Phase
2024-11-05,JM,Jamaica,AMR,3,157334,0,3621,2024,11,1,45,2.3014734,0.0,0.0,0.0,0.0,Endemic_Phase
2024-12-02,JM,Jamaica,AMR,0,157342,0,3621,2024,12,0,49,2.3013563,0.0,0.0,0.0,0.0,Endemic_Phase
2024-12-15,JM,Jamaica,AMR,0,157346,0,3621,2024,12,6,50,2.3012977,0.007920165,0.0,0.0,0.0,Endemic_Phase
2025-03-07,JM,Jamaica,AMR,0,157384,0,3621,2025,3,4,10,2.3007421,0.0,0.0,0.0,0.0,Endemic_Phase
2025-03-09,JM,Jamaica,AMR,0,157384,0,3621,2025,3,6,10,2.3007421,2.8396404,3.524229,252.85715,1.5714285,Endemic_Phase
2025-04-09,JM,Jamaica,AMR,0,157416,0,3624,2025,4,2,15,2.3021803,0.0,0.0,0.0,0.0,Endemic_Phase
2025-04-21,JM,Jamaica,AMR,0,157426,0,3624,2025,4,0,17,2.302034,0.028766336,0.0,0.0,0.0,Endemic_Phase
2025-04-22,JM,Jamaica,AMR,5,157431,0,3624,2025,4,1,17,2.301961,8.208687,7.0979333,460.57144,2.0,Endemic_Phase
2025-06-20,JM,Jamaica,AMR,0,157566,0,3628,2025,6,4,25,2.3025272,0.0,0.0,0.0,0.0,Endemic_Phase
2020-01-31,JP,Japan,WPR,4,12,0,0,2020,1,4,5,0.0,0.0,0.0,0.0,0.0,Early_Phase
2020-02-06,JP,Japan,WPR,2,25,0,0,2020,2,3,6,0.0,0.004505187,0.014646649,0.0,0.0,Early_Phase
2020-02-15,JP,Japan,WPR,7,40,0,1,2020,2,5,7,2.5,0.0,0.17601089,0.0,61.0,Early_Phase
2020-02-23,JP,Japan,WPR,27,132,0,1,2020,2,6,8,0.75757575,0.0,0.0,0.0,0.0,Early_Phase
2020-03-07,JP,Japan,WPR,59,408,0,6,2020,3,5,10,1.4705882,0.4109663,0.072098054,52.0,4.571429,Early_Phase
2020-03-24,JP,Japan,WPR,39,1128,2,42,2020,3,1,13,3.7234042,0.0,0.0,0.0,0.0,Early_Phase
2020-04-01,JP,Japan,WPR,225,2178,1,57,2020,4,2,14,2.61708,0.0007508691,0.0,0.0,0.0,Early_Phase
2020-05-03,JP,Japan,WPR,294,14839,34,492,2020,5,6,18,3.3155873,0.0,0.0,0.0,0.0,Early_Phase
2020-06-06,JP,Japan,WPR,39,17103,7,914,2020,6,5,23,5.344092,4.2793403,4.313211,2252.2856,144.28572,First_Wave
2020-07-24,JP,Japan,WPR,927,27956,2,992,2020,7,4,30,3.5484333,0.16524199,1.0657861,604.8571,15.0,First_Wave
2020-08-07,JP,Japan,WPR,1552,43815,7,1033,2020,8,4,32,2.35764,4.379685,3.7974684,345.14285,0.2857143,First_Wave
2020-09-07,JP,Japan,WPR,437,71856,6,1363,2020,9,0,37,1.8968493,0.0,0.0,0.0,0.0,First_Wave
2020-09-18,JP,Japan,WPR,485,77494,9,1482,2020,9,4,38,1.9124061,1.3320707,0.0,31.714285,0.14285715,First_Wave
2020-10-10,JP,Japan,WPR,594,88233,8,1624,2020,10,5,41,1.8405812,5.934638,6.9970846,102.28571,7.428571,First_Wave
2020-10-23,JP,Japan,WPR,614,95138,9,1694,2020,10,4,43,1.7805713,0.19249278,0.3305785,1.0,0.42857143,First_Wave
2020-11-18,JP,Japan,WPR,1489,120815,10,1913,2020,11,2,47,1.5834126,26.237164,4.6995378,1134.2858,7.857143,First_Wave
2020-12-21,JP,Japan,WPR,2643,198523,27,2900,2020,12,0,52,1.4607879,24.494095,31.640669,1018.5714,41.857143,First_Wave
2020-12-26,JP,Japan,WPR,3567,213547,50,3155,2020,12,5,52,1.4774265,0.0,0.0,0.0,0.0,First_Wave
2021-01-02,JP,Japan,WPR,2942,240954,54,3514,2021,1,5,53,1.4583696,0.0005808179,0.0,0.0,0.0,Vaccination_Phase
2021-01-20,JP,Japan,WPR,5447,345221,99,4647,2021,1,2,3,1.3460943,2.9996073,0.47562426,0.0,0.0,Vaccination_Phase
2021-01-30,JP,Japan,WPR,3659,386742,94,5546,2021,1,5,4,1.434031,5.6367683,6.3527045,0.0,0.0,Vaccination_Phase
2021-03-03,JP,Japan,WPR,1192,435548,51,7984,2021,3,2,9,1.833093,1.5577315,0.9437853,46921.145,312.7143,Vaccination_Phase
2021-05-03,JP,Japan,WPR,4764,607626,59,10420,2021,5,0,18,1.7148707,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-05-04,JP,Japan,WPR,4734,612360,50,10470,2021,5,1,18,1.7097785,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-05-26,JP,Japan,WPR,4317,729853,104,12601,2021,5,2,21,1.7265121,0.21077989,0.0,4.0,0.0,Vaccination_Phase
2021-06-09,JP,Japan,WPR,2189,767808,98,13841,2021,6,2,23,1.8026642,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-07-07,JP,Japan,WPR,2159,811712,13,14897,2021,7,2,27,1.8352568,0.59881634,0.15678255,3097.8572,11.857142,Vaccination_Phase
2021-08-19,JP,Japan,WPR,25328,1227340,33,15534,2021,8,3,33,1.265664,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-09-05,JP,Japan,WPR,14374,1571372,41,16354,2021,9,6,35,1.0407466,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-09-07,JP,Japan,WPR,10477,1590994,49,16436,2021,9,1,36,1.0330648,0.002391095,0.0,18.857143,0.0,Vaccination_Phase
2021-09-20,JP,Japan,WPR,2405,1679116,29,17233,2021,9,0,38,1.0263139,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-09-28,JP,Japan,WPR,1570,1697631,40,17551,2021,9,1,39,1.0338525,0.054203328,0.0,569.8571,0.2857143,Vaccination_Phase
2021-11-10,JP,Japan,WPR,204,1724718,2,18318,2021,11,2,45,1.0620867,1.7841902,0.6673511,519.8571,7.714286,Vaccination_Phase
2021-12-02,JP,Japan,WPR,129,1727560,1,18363,2021,12,3,48,1.0629443,0.0139426235,0.011588492,84.28571,0.71428573,Vaccination_Phase
2021-12-15,JP,Japan,WPR,173,1729208,1,18376,2021,12,2,50,1.062683,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-12-29,JP,Japan,WPR,466,1732835,4,18393,2021,12,2,52,1.0614398,0.18159807,0.0,1.0,0.0,Vaccination_Phase
2022-01-22,JP,Japan,WPR,54180,2121242,12,18490,2022,1,5,3,0.87165916,0.0,0.0,163.42857,4.0,Endemic_Phase
2022-01-24,JP,Japan,WPR,47176,2216829,17,18523,2022,1,0,4,0.8355629,13.539,2.8554025,3999.5715,30.714285,Endemic_Phase
2022-02-03,JP,Japan,WPR,103038,3007476,90,19039,2022,2,3,5,0.63305575,0.0,0.0,0.0,0.0,Endemic_Phase
2022-02-14,JP,Japan,WPR,63581,3975779,135,20494,2022,2,0,7,0.5154713,0.2675874,0.0,5.714286,0.14285715,Endemic_Phase
2022-02-24,JP,Japan,WPR,65657,4750496,226,22755,2022,2,3,8,0.47900262,0.25510204,0.3510825,19.428572,3.0,Endemic_Phase
2022-03-04,JP,Japan,WPR,64333,5274596,255,24604,2022,3,4,9,0.46646225,321.5631,435.89743,335.14285,2.857143,Endemic_Phase
2022-03-05,JP,Japan,WPR,63520,5338116,185,24789,2022,3,5,9,0.4643773,0.0,0.0,0.0,0.0,Endemic_Phase
2022-03-07,JP,Japan,WPR,40575,5434108,114,25049,2022,3,0,10,0.4609588,0.0,0.0,0.0,0.0,Endemic_Phase
2022-04-05,JP,Japan,WPR,42315,6778235,60,28387,2022,4,1,14,0.41879633,0.0,0.0,0.0,0.0,Endemic_Phase
2022-04-15,JP,Japan,WPR,106609,7287343,59,28884,2022,4,4,15,0.39635846,0.0,0.0,0.0,0.0,Endemic_Phase
2022-06-01,JP,Japan,WPR,22513,8872795,59,30677,2022,6,2,22,0.34574223,0.22042616,0.0,27.285715,0.14285715,Endemic_Phase
2022-06-04,JP,Japan,WPR,0,8913027,17,30752,2022,6,5,22,0.34502307,0.0,0.0,0.0,0.0,Endemic_Phase
2022-06-21,JP,Japan,WPR,13998,9173938,20,31077,2022,6,1,25,0.3387531,0.0,0.0,0.0,0.0,Endemic_Phase
2022-06-24,JP,Japan,WPR,16064,9223944,9,31116,2022,6,4,25,0.33733943,0.0,0.0,0.42857143,0.0,Endemic_Phase
2022-07-01,JP,Japan,WPR,23125,9352645,11,31308,2022,7,4,26,0.33475024,0.0,0.0,38.42857,1.8571428,Endemic_Phase
2022-07-15,JP,Japan,WPR,97339,10000720,52,31580,2022,7,4,28,0.31577727,0.03806509,0.034617048,260.42856,1.7142857,Endemic_Phase
2022-07-25,JP,Japan,WPR,172673,11346584,108,32048,2022,7,0,30,0.28244624,0.0,0.0,0.0,0.0,Endemic_Phase
2022-08-08,JP,Japan,WPR,198563,14248541,250,34075,2022,8,0,32,0.23914729,0.0,0.0,0.0,0.0,Endemic_Phase
2022-08-12,JP,Japan,WPR,240205,15086304,155,35156,2022,8,4,32,0.23303255,0.02085637,0.021372087,205.0,1.1428572,Endemic_Phase
2022-08-13,JP,Japan,WPR,192364,15278668,0,35156,2022,8,5,32,0.23009859,3.0637317,0.5621988,10335.571,17.857143,Endemic_Phase
2022-09-02,JP,Japan,WPR,153313,19092657,284,40829,2022,9,4,35,0.21384661,0.0,0.0,0.0,0.0,Endemic_Phase
2022-09-17,JP,Japan,WPR,0,20488312,82,43754,2022,9,5,37,0.2135559,0.122304976,0.23947316,0.0,0.0,Endemic_Phase
2022-09-22,JP,Japan,WPR,41478,20840785,85,44262,2022,9,3,38,0.21238163,217.21268,113.46705,327.7143,3.7142856,Endemic_Phase
2022-10-22,JP,Japan,WPR,34173,21960404,35,46309,2022,10,5,42,0.21087499,3.687263,1.7604501,24563.428,67.0,Endemic_Phase
2022-11-21,JP,Japan,WPR,42424,23814209,160,48642,2022,11,0,47,0.2042562,inf,0.0,2.0,0.0,Endemic_Phase
2022-11-25,JP,Japan,WPR,0,24128914,245,49281,2022,11,4,47,0.20424044,0.0,0.0,0.0,0.0,Endemic_Phase
2023-01-22,JP,Japan,WPR,78954,31980878,0,58496,2023,1,6,3,0.1829093,0.0,0.0,0.0,0.0,Endemic_Phase
2023-02-05,JP,Japan,WPR,38581,32712246,188,69477,2023,2,6,5,0.21238835,0.0,0.0,0.0,0.0,Endemic_Phase
2023-03-06,JP,Japan,WPR,8731,33260228,34,72805,2023,3,0,10,0.21889508,0.30201703,0.113442995,29.428572,6.0,Endemic_Phase
2023-03-13,JP,Japan,WPR,7013,33323522,27,73226,2023,3,0,11,0.21974269,0.0,0.0,0.0,0.0,Endemic_Phase
2023-05-26,JP,Japan,WPR,0,33803572,0,74694,2023,5,4,21,0.22096482,2.7760577,0.5678885,483.14285,9.285714,Endemic_Phase
2023-06-25,JP,Japan,WPR,0,33803572,0,74694,2023,6,6,25,0.22096482,0.0,0.0,0.0,0.0,Endemic_Phase
2023-07-22,JP,Japan,WPR,0,33803572,0,74694,2023,7,5,29,0.22096482,0.0,0.0,0.0,0.0,Endemic_Phase
2023-08-01,JP,Japan,WPR,0,33803572,0,74694,2023,8,1,31,0.22096482,0.0,0.0,0.0,0.0,Endemic_Phase
2023-09-09,JP,Japan,WPR,0,33803572,0,74694,2023,9,5,36,0.22096482,0.0,0.0,0.0,0.0,Endemic_Phase
2023-09-18,JP,Japan,WPR,0,33803572,0,74694,2023,9,0,38,0.22096482,0.0,0.0,0.0,0.0,Endemic_Phase
2023-10-07,JP,Japan,WPR,0,33803572,0,74694,2023,10,5,40,0.22096482,0.0,0.0,0.0,0.0,Endemic_Phase
2023-11-15,JP,Japan,WPR,0,33803572,0,74694,2023,11,2,46,0.22096482,17.04036,40.0,23.142857,0.14285715,Endemic_Phase
2023-11-28,JP,Japan,WPR,0,33803572,0,74694,2023,11,1,48,0.22096482,0.0,0.0,0.0,0.0,Endemic_Phase
2023-12-03,JP,Japan,WPR,0,33803572,0,74694,2023,12,6,48,0.22096482,4.887983,5.4615808,22538.143,91.14286,Endemic_Phase
2023-12-07,JP,Japan,WPR,0,33803572,0,74694,2023,12,3,49,0.22096482,0.6799417,1.3400335,2.2857144,0.71428573,Endemic_Phase
2024-01-05,JP,Japan,WPR,0,33803572,0,74694,2024,1,4,1,0.22096482,0.0,0.0,0.0,0.0,Endemic_Phase
2024-01-12,JP,Japan,WPR,0,33803572,0,74694,2024,1,4,2,0.22096482,0.0,0.0,152.42857,0.42857143,Endemic_Phase
2024-01-29,JP,Japan,WPR,0,33803572,0,74694,2024,1,0,5,0.22096482,0.60465115,1.4925373,65.42857,0.14285715,Endemic_Phase
2024-04-08,JP,Japan,WPR,0,33803572,0,74694,2024,4,0,15,0.22096482,0.0,0.0,0.0,0.0,Endemic_Phase
2024-04-14,JP,Japan,WPR,0,33803572,0,74694,2024,4,6,15,0.22096482,0.021041038,0.008673027,121.28571,0.5714286,Endemic_Phase
2024-04-19,JP,Japan,WPR,0,33803572,0,74694,2024,4,4,16,0.22096482,0.41053697,0.29859,1126.0,37.57143,Endemic_Phase
2024-04-25,JP,Japan,WPR,0,33803572,0,74694,2024,4,3,17,0.22096482,1.1034522,0.11476115,7104.7144,2.4285715,Endemic_Phase
2024-05-15,JP,Japan,WPR,0,33803572,0,74694,2024,5,2,20,0.22096482,24.083334,122.22222,18.857143,0.0,Endemic_Phase
2024-07-19,JP,Japan,WPR,0,33803572,0,74694,2024,7,4,29,0.22096482,0.0,0.0,0.0,0.0,Endemic_Phase
2024-07-26,JP,Japan,WPR,0,33803572,0,74694,2024,7,4,30,0.22096482,0.0,0.0,0.0,0.0,Endemic_Phase
2024-09-20,JP,Japan,WPR,0,33803572,0,74694,2024,9,4,38,0.22096482,1.6822834,0.4954174,142.71428,0.42857143,Endemic_Phase
2024-12-06,JP,Japan,WPR,0,33803572,0,74694,2024,12,4,49,0.22096482,0.05198631,0.0,4.714286,0.14285715,Endemic_Phase
2025-01-17,JP,Japan,WPR,0,33803572,0,74694,2025,1,4,3,0.22096482,3.0042918,0.0,19.857143,0.0,Endemic_Phase
2025-01-25,JP,Japan,WPR,0,33803572,0,74694,2025,1,5,4,0.22096482,0.0,0.0,0.0,0.0,Endemic_Phase
2025-01-30,JP,Japan,WPR,0,33803572,0,74694,2025,1,3,5,0.22096482,0.0,0.0,0.0,0.0,Endemic_Phase
2025-03-07,JP,Japan,WPR,0,33803572,0,74694,2025,3,4,10,0.22096482,0.0,0.24192439,0.0,264.7143,Endemic_Phase
2025-05-26,JP,Japan,WPR,0,33803572,0,74694,2025,5,0,22,0.22096482,0.0,0.0,0.0,0.0,Endemic_Phase
2025-05-27,JP,Japan,WPR,0,33803572,0,74694,2025,5,1,22,0.22096482,0.010741013,0.0,1315.5714,0.0,Endemic_Phase
2025-06-01,JP,Japan,WPR,0,33803572,0,74694,2025,6,6,22,0.22096482,0.0,0.0,0.0,0.0,Endemic_Phase
2025-06-13,JP,Japan,WPR,0,33803572,0,74694,2025,6,4,24,0.22096482,0.0,0.0,0.0,0.0,Endemic_Phase
2025-07-02,JP,Japan,WPR,0,33803572,0,74694,2025,7,2,27,0.22096482,0.0,0.0,0.0,0.0,Endemic_Phase
2025-07-09,JP,Japan,WPR,0,33803572,0,74694,2025,7,2,28,0.22096482,0.0034867504,0.0,5.0,0.0,Endemic_Phase
2020-01-05,JE,Jersey,EUR,0,0,0,0,2020,1,6,1,0.0,0.0,0.0,0.0,0.0,Early_Phase
2020-01-18,JE,Jersey,EUR,0,0,0,0,2020,1,5,3,0.0,0.0,0.0,0.0,0.0,Early_Phase
2020-01-21,JE,Jersey,EUR,0,0,0,0,2020,1,1,4,0.0,2.4566057,4.38247,10.0,0.0,Early_Phase
2020-03-09,JE,Jersey,EUR,0,0,0,0,2020,3,0,11,0.0,0.0,0.0,0.0,0.0,Early_Phase
2020-03-16,JE,Jersey,EUR,0,2,0,0,2020,3,0,12,0.0,0.0,0.0,0.0,0.0,Early_Phase
2020-04-17,JE,Jersey,EUR,4,223,3,10,2020,4,4,16,4.484305,15.132351,9.588431,3589.8572,75.14286,Early_Phase
2020-05-07,JE,Jersey,EUR,0,277,1,25,2020,5,3,19,9.02527,0.1686531,0.05381552,133.42857,0.2857143,Early_Phase
2020-05-20,JE,Jersey,EUR,0,287,1,28,2020,5,2,21,9.756098,0.0,0.0,0.0,0.0,Early_Phase
2020-08-03,JE,Jersey,EUR,0,320,0,31,2020,8,0,32,9.6875,0.010067963,0.021803118,2737.2856,8.0,First_Wave
2020-08-15,JE,Jersey,EUR,2,336,0,31,2020,8,5,33,9.226191,0.0,0.0,178.14285,1.5714285,First_Wave
2020-08-31,JE,Jersey,EUR,0,354,0,32,2020,8,0,36,9.039548,0.0,0.0,0.0,0.0,First_Wave
2020-09-29,JE,Jersey,EUR,3,395,0,32,2020,9,1,40,8.101266,20.754717,0.0,22.25,0.0,First_Wave
2020-12-27,JE,Jersey,EUR,16,2643,0,41,2020,12,6,52,1.5512675,11.498258,10.714286,0.5714286,0.71428573,First_Wave
2021-01-27,JE,Jersey,EUR,5,3118,0,63,2021,1,2,4,2.020526,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-03-16,JE,Jersey,EUR,0,3209,0,69,2021,3,1,11,2.1502025,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-05-09,JE,Jersey,EUR,0,3221,0,69,2021,5,6,18,2.142192,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-05-26,JE,Jersey,EUR,0,3229,0,69,2021,5,2,21,2.1368845,2.3011124,3.6649215,381.7143,0.71428573,Vaccination_Phase
2021-06-25,JE,Jersey,EUR,26,3378,0,69,2021,6,4,25,2.0426288,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-10-24,JE,Jersey,EUR,41,10676,0,80,2021,10,6,42,0.74934435,12.975843,6.535058,470.85715,8.714286,Vaccination_Phase
2021-11-29,JE,Jersey,EUR,94,13936,0,80,2021,11,0,48,0.5740528,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-12-13,JE,Jersey,EUR,82,15603,0,84,2021,12,0,50,0.53835803,15.366057,38.93617,79.14286,2.2857144,Vaccination_Phase
2022-01-07,JE,Jersey,EUR,663,22861,0,89,2022,1,4,1,0.38930932,0.0,0.0,0.0,0.0,Endemic_Phase
2022-02-13,JE,Jersey,EUR,165,34358,0,106,2022,2,6,6,0.3085162,2.491881,0.2613137,1355.0,0.85714287,Endemic_Phase
